 Episode    Step   Epsilon     MeanReward     MeanLength       MeanLoss     MeanQValue      TimeDelta                Time
     883 1355000     0.010          9.150       2651.290          0.002         -0.083         -0.075         54.564 2025-12-07T15:31:11
     886 1360000     0.010          9.800       2627.110          0.002         -0.071         -0.063         54.705 2025-12-07T15:32:06
     889 1365000     0.010         10.310       2583.460          0.002         -0.059         -0.051         54.408 2025-12-07T15:33:00
     891 1370000     0.010         10.890       2550.960          0.002         -0.051         -0.043         54.229 2025-12-07T15:33:55
     894 1375000     0.010         11.330       2509.700          0.002         -0.038         -0.031         52.755 2025-12-07T15:34:47
     896 1380000     0.010         11.740       2476.890          0.002         -0.030         -0.023         51.687 2025-12-07T15:35:39
     899 1385000     0.010         12.390       2419.650          0.002         -0.018         -0.011         51.480 2025-12-07T15:36:31
     901 1390000     0.010         12.920       2389.220          0.002         -0.010         -0.003         51.732 2025-12-07T15:37:22
     904 1395000     0.010         13.620       2337.360          0.002          0.002          0.009         51.820 2025-12-07T15:38:14
     907 1400000     0.010         14.390       2293.120          0.002          0.014          0.021         53.754 2025-12-07T15:39:08
     909 1405000     0.010         14.650       2261.680          0.002          0.022          0.029         54.404 2025-12-07T15:40:02
     912 1410000     0.010         14.890       2237.620          0.002          0.034          0.041         54.309 2025-12-07T15:40:57
     915 1415000     0.010         15.270       2186.960          0.002          0.047          0.054         53.833 2025-12-07T15:41:50
     917 1420000     0.010         15.360       2176.210          0.002          0.055          0.062         54.281 2025-12-07T15:42:45
     920 1425000     0.010         15.600       2133.610          0.002          0.067          0.074         54.396 2025-12-07T15:43:39
     922 1430000     0.010         15.810       2107.280          0.002          0.075          0.082         53.842 2025-12-07T15:44:33
     925 1435000     0.010         16.050       2080.400          0.002          0.087          0.094         52.083 2025-12-07T15:45:25
     928 1440000     0.010         16.240       2048.580          0.002          0.099          0.105         52.051 2025-12-07T15:46:17
     930 1445000     0.010         16.530       2035.060          0.002          0.106          0.113         51.889 2025-12-07T15:47:09
     933 1450000     0.010         16.600       2026.930          0.002          0.117          0.123         51.487 2025-12-07T15:48:00
     936 1455000     0.010         16.770       2004.030          0.001          0.128          0.134         53.288 2025-12-07T15:48:54
     938 1460000     0.010         16.810       1997.630          0.001          0.134          0.141         54.188 2025-12-07T15:49:48
     941 1465000     0.010         17.080       1984.250          0.001          0.145          0.151         54.236 2025-12-07T15:50:42
     944 1470000     0.010         17.420       1957.880          0.001          0.155          0.161         54.304 2025-12-07T15:51:36
     946 1475000     0.010         17.480       1950.640          0.001          0.161          0.167         54.542 2025-12-07T15:52:31
     949 1480000     0.010         17.670       1934.020          0.001          0.172          0.178         52.924 2025-12-07T15:53:24
     951 1485000     0.010         17.630       1940.990          0.001          0.178          0.184         51.759 2025-12-07T15:54:16
     954 1490000     0.010         17.650       1939.650          0.001          0.188          0.193         51.796 2025-12-07T15:55:07
     957 1495000     0.010         17.660       1938.200          0.001          0.197          0.203         52.101 2025-12-07T15:56:00
     959 1500000     0.010         17.610       1945.630          0.001          0.203          0.209         51.755 2025-12-07T15:56:51
     961 1505000     0.010         17.580       1946.470          0.001          0.209          0.215         53.826 2025-12-07T15:57:45
     964 1510000     0.010         17.620       1942.050          0.001          0.218          0.223         54.714 2025-12-07T15:58:40
     966 1515000     0.010         17.540       1949.560          0.001          0.223          0.229         54.151 2025-12-07T15:59:34
     968 1520000     0.010         17.520       1951.150          0.001          0.229          0.235         54.040 2025-12-07T16:00:28
     971 1525000     0.010         17.430       1957.020          0.001          0.237          0.243         54.222 2025-12-07T16:01:22
     974 1530000     0.010         17.410       1956.660          0.001          0.245          0.251         54.298 2025-12-07T16:02:17
     976 1535000     0.010         17.410       1955.690          0.001          0.250          0.256         53.966 2025-12-07T16:03:11
     979 1540000     0.010         17.450       1954.080          0.001          0.258          0.264         54.231 2025-12-07T16:04:05
     982 1545000     0.010         17.640       1940.110          0.001          0.265          0.271         52.074 2025-12-07T16:04:57
     984 1550000     0.010         17.730       1930.330          0.001          0.270          0.276         52.084 2025-12-07T16:05:49
     987 1555000     0.010         17.720       1930.530          0.001          0.277          0.283         51.782 2025-12-07T16:06:41
     990 1560000     0.010         17.740       1927.920          0.001          0.283          0.289         52.269 2025-12-07T16:07:33
     992 1565000     0.010         17.760       1926.510          0.001          0.288          0.293         52.932 2025-12-07T16:08:26
     995 1570000     0.010         17.820       1918.870          0.001          0.294          0.300         54.309 2025-12-07T16:09:20
     998 1575000     0.010         17.820       1918.000          0.001          0.300          0.306         54.327 2025-12-07T16:10:15
    1000 1580000     0.010         17.850       1917.930          0.001          0.305          0.310         54.364 2025-12-07T16:11:09
    1003 1585000     0.010         17.700       1926.500          0.001          0.310          0.316         54.686 2025-12-07T16:12:04
    1006 1590000     0.010         17.750       1920.220          0.001          0.316          0.322         54.168 2025-12-07T16:12:58
    1008 1595000     0.010         17.820       1916.200          0.001          0.320          0.326         53.881 2025-12-07T16:13:52
    1011 1600000     0.010         17.750       1924.240          0.001          0.326          0.331         54.528 2025-12-07T16:14:46
    1013 1605000     0.010         17.760       1923.440          0.001          0.330          0.335         53.939 2025-12-07T16:15:40
    1016 1610000     0.010         17.710       1925.390          0.001          0.335          0.340         53.818 2025-12-07T16:16:34
    1019 1615000     0.010         17.860       1918.190          0.001          0.341          0.346         54.020 2025-12-07T16:17:28
    1021 1620000     0.010         17.940       1913.670          0.001          0.344          0.350         54.185 2025-12-07T16:18:22
    1024 1625000     0.010         17.890       1914.890          0.001          0.350          0.356         53.846 2025-12-07T16:19:16
    1027 1630000     0.010         17.850       1911.690          0.001          0.356          0.361         54.264 2025-12-07T16:20:10
    1030 1635000     0.010         17.870       1913.430          0.001          0.362          0.367         53.841 2025-12-07T16:21:04
    1032 1640000     0.010         17.890       1912.230          0.001          0.365          0.371         54.072 2025-12-07T16:21:58
    1035 1645000     0.010         17.910       1913.650          0.001          0.371          0.377         54.088 2025-12-07T16:22:52
    1037 1650000     0.010         17.880       1917.240          0.001          0.375          0.380         51.894 2025-12-07T16:23:44
    1040 1655000     0.010         17.880       1915.320          0.001          0.380          0.386         51.773 2025-12-07T16:24:36
    1043 1660000     0.010         17.850       1917.390          0.001          0.386          0.391         51.878 2025-12-07T16:25:28
    1045 1665000     0.010         17.870       1916.720          0.001          0.389          0.395         51.753 2025-12-07T16:26:20
    1048 1670000     0.010         17.870       1917.660          0.001          0.395          0.400         51.925 2025-12-07T16:27:11
    1050 1675000     0.010         17.880       1918.960          0.001          0.398          0.404         52.294 2025-12-07T16:28:04
    1053 1680000     0.010         17.940       1909.360          0.001          0.403          0.409         51.858 2025-12-07T16:28:56
    1056 1685000     0.010         17.920       1910.800          0.001          0.409          0.414         51.842 2025-12-07T16:29:47
    1059 1690000     0.010         17.950       1906.600          0.001          0.414          0.419         53.184 2025-12-07T16:30:41
    1061 1695000     0.010         18.010       1903.080          0.001          0.417          0.423         53.666 2025-12-07T16:31:34
    1064 1700000     0.010         18.020       1903.720          0.001          0.422          0.428         54.498 2025-12-07T16:32:29
    1067 1705000     0.010         18.190       1887.220          0.001          0.427          0.433         54.446 2025-12-07T16:33:23
    1069 1710000     0.010         18.230       1884.700          0.001          0.431          0.436         54.846 2025-12-07T16:34:18
    1072 1715000     0.010         18.320       1880.580          0.001          0.436          0.441         53.692 2025-12-07T16:35:12
    1075 1720000     0.010         18.270       1883.830          0.001          0.441          0.446         55.386 2025-12-07T16:36:07
    1078 1725000     0.010         18.370       1874.260          0.001          0.446          0.451         54.239 2025-12-07T16:37:01
    1080 1730000     0.010         18.370       1874.610          0.001          0.449          0.455         51.588 2025-12-07T16:37:53
    1083 1735000     0.010         18.390       1870.250          0.001          0.455          0.460         51.955 2025-12-07T16:38:45
    1086 1740000     0.010         18.400       1868.400          0.001          0.460          0.465         51.683 2025-12-07T16:39:37
    1089 1745000     0.010         18.440       1865.420          0.001          0.465          0.470         51.804 2025-12-07T16:40:28
    1091 1750000     0.010         18.440       1863.040          0.001          0.469          0.474         51.792 2025-12-07T16:41:20
    1094 1755000     0.010         18.400       1865.040          0.001          0.474          0.479         51.561 2025-12-07T16:42:12
    1097 1760000     0.010         18.380       1869.620          0.001          0.479          0.484         52.058 2025-12-07T16:43:04
    1099 1765000     0.010         18.330       1874.040          0.001          0.482          0.487         52.907 2025-12-07T16:43:57
    1102 1770000     0.010         18.480       1860.180          0.001          0.487          0.492         54.325 2025-12-07T16:44:51
    1105 1775000     0.010         18.540       1858.300          0.001          0.492          0.497         54.213 2025-12-07T16:45:45
    1108 1780000     0.010         18.560       1856.430          0.001          0.497          0.502         54.294 2025-12-07T16:46:40
    1111 1785000     0.010         18.620       1852.840          0.001          0.502          0.507         53.757 2025-12-07T16:47:33
    1113 1790000     0.010         18.650       1848.980          0.001          0.505          0.510         51.891 2025-12-07T16:48:25
    1116 1795000     0.010         18.750       1841.660          0.001          0.510          0.515         52.234 2025-12-07T16:49:17
    1119 1800000     0.010         18.770       1838.340          0.001          0.515          0.520         52.025 2025-12-07T16:50:10
    1122 1805000     0.010         18.730       1842.570          0.001          0.520          0.524         52.052 2025-12-07T16:51:02
    1124 1810000     0.010         18.760       1842.680          0.001          0.522          0.527         53.134 2025-12-07T16:51:55
    1127 1815000     0.010         18.800       1844.310          0.001          0.527          0.531         53.928 2025-12-07T16:52:49
    1130 1820000     0.010         18.840       1839.250          0.001          0.531          0.536         53.822 2025-12-07T16:53:42
    1133 1825000     0.010         18.810       1838.070          0.001          0.535          0.540         54.094 2025-12-07T16:54:37
    1136 1830000     0.010         18.890       1831.790          0.001          0.540          0.544         54.200 2025-12-07T16:55:31
    1139 1835000     0.010         18.950       1824.970          0.001          0.544          0.548         53.980 2025-12-07T16:56:25
    1141 1840000     0.010         19.000       1822.460          0.001          0.547          0.551         54.094 2025-12-07T16:57:19
    1144 1845000     0.010         19.060       1815.440          0.001          0.551          0.556         54.071 2025-12-07T16:58:13
    1147 1850000     0.010         19.100       1811.290          0.001          0.555          0.560         54.207 2025-12-07T16:59:07
    1150 1855000     0.010         19.070       1811.990          0.001          0.559          0.564         53.963 2025-12-07T17:00:01
    1152 1860000     0.010         19.070       1812.770          0.001          0.562          0.566         51.674 2025-12-07T17:00:53
    1155 1865000     0.010         18.970       1821.980          0.001          0.566          0.570         51.962 2025-12-07T17:01:45
    1157 1870000     0.010         18.980       1822.160          0.001          0.568          0.573         51.938 2025-12-07T17:02:37
    1160 1875000     0.010         18.990       1821.310          0.001          0.572          0.576         51.845 2025-12-07T17:03:28
    1163 1880000     0.010         19.000       1820.190          0.001          0.576          0.580         52.610 2025-12-07T17:04:21
    1165 1885000     0.010         18.990       1821.170          0.001          0.578          0.582         52.842 2025-12-07T17:05:14
    1168 1890000     0.010         18.990       1822.610          0.001          0.582          0.586         51.750 2025-12-07T17:06:06
    1171 1895000     0.010         18.970       1821.560          0.001          0.585          0.589         51.918 2025-12-07T17:06:58
    1173 1900000     0.010         18.920       1826.440          0.001          0.587          0.591         51.743 2025-12-07T17:07:49
    1176 1905000     0.010         18.830       1834.020          0.001          0.590          0.594         51.528 2025-12-07T17:08:41
    1178 1910000     0.010         18.720       1838.480          0.001          0.592          0.596         53.997 2025-12-07T17:09:35
    1181 1915000     0.010         18.650       1844.060          0.001          0.595          0.599         54.024 2025-12-07T17:10:29
    1184 1920000     0.010         18.620       1846.870          0.001          0.597          0.601         54.133 2025-12-07T17:11:23
    1186 1925000     0.010         18.610       1847.660          0.001          0.598          0.603         54.519 2025-12-07T17:12:18
    1189 1930000     0.010         18.590       1847.560          0.001          0.601          0.605         54.260 2025-12-07T17:13:12
    1192 1935000     0.010         18.680       1841.100          0.001          0.603          0.607         54.087 2025-12-07T17:14:06
    1195 1940000     0.010         18.670       1843.190          0.001          0.605          0.609         54.005 2025-12-07T17:15:00
    1197 1945000     0.010         18.730       1836.600          0.001          0.607          0.611         54.048 2025-12-07T17:15:54
    1200 1950000     0.010         18.770       1834.060          0.001          0.609          0.613         54.107 2025-12-07T17:16:48
    1203 1955000     0.010         18.750       1834.250          0.001          0.612          0.616         54.155 2025-12-07T17:17:42
    1206 1960000     0.010         18.730       1834.710          0.001          0.614          0.618         54.127 2025-12-07T17:18:36
    1209 1965000     0.010         18.740       1832.590          0.001          0.616          0.621         54.080 2025-12-07T17:19:30
    1212 1970000     0.010         18.750       1830.960          0.001          0.619          0.623         54.253 2025-12-07T17:20:25
    1214 1975000     0.010         18.700       1834.830          0.001          0.620          0.624         54.247 2025-12-07T17:21:19
    1217 1980000     0.010         18.700       1833.010          0.001          0.622          0.626         51.922 2025-12-07T17:22:11
    1220 1985000     0.010         18.630       1838.500          0.001          0.623          0.628         51.722 2025-12-07T17:23:03
    1223 1990000     0.010         18.650       1836.660          0.001          0.626          0.630         52.023 2025-12-07T17:23:55
    1226 1995000     0.010         18.320       1833.050          0.001          0.628          0.632         51.761 2025-12-07T17:24:46
    1228 2000000     0.010         18.280       1834.040          0.001          0.630          0.634         51.805 2025-12-07T17:25:38
    1231 2005000     0.010         18.280       1835.820          0.001          0.632          0.636         51.716 2025-12-07T17:26:30
    1234 2010000     0.010         18.300       1834.460          0.001          0.634          0.638         52.094 2025-12-07T17:27:22
    1236 2015000     0.010         18.230       1838.880          0.001          0.635          0.639         51.746 2025-12-07T17:28:14
    1239 2020000     0.010         18.240       1840.280          0.001          0.637          0.641         53.983 2025-12-07T17:29:08
    1242 2025000     0.010         18.210       1842.000          0.001          0.639          0.643         54.447 2025-12-07T17:30:02
    1244 2030000     0.010         18.120       1850.000          0.001          0.640          0.645         54.140 2025-12-07T17:30:56
    1247 2035000     0.010         18.020       1860.190          0.001          0.642          0.647         54.031 2025-12-07T17:31:50
    1249 2040000     0.010         18.020       1859.050          0.001          0.644          0.648         54.103 2025-12-07T17:32:44
    1252 2045000     0.010         18.030       1861.290          0.001          0.646          0.651         52.599 2025-12-07T17:33:37
    1255 2050000     0.010         18.160       1847.900          0.001          0.648          0.653         51.909 2025-12-07T17:34:29
    1258 2055000     0.010         18.160       1845.700          0.001          0.651          0.655         51.783 2025-12-07T17:35:21
    1260 2060000     0.010         18.180       1842.180          0.001          0.652          0.657         51.851 2025-12-07T17:36:13
    1263 2065000     0.010         18.130       1848.790          0.001          0.654          0.659         52.611 2025-12-07T17:37:05
    1266 2070000     0.010         18.170       1843.990          0.001          0.657          0.662         54.536 2025-12-07T17:38:00
    1268 2075000     0.010         18.190       1840.260          0.001          0.658          0.663         54.410 2025-12-07T17:38:54
    1271 2080000     0.010         18.120       1846.610          0.001          0.661          0.666         54.598 2025-12-07T17:39:49
    1274 2085000     0.010         18.160       1843.540          0.001          0.663          0.668         54.259 2025-12-07T17:40:43
    1276 2090000     0.010         18.210       1840.540          0.001          0.665          0.670         54.162 2025-12-07T17:41:37
    1279 2095000     0.010         18.330       1833.600          0.001          0.668          0.673         54.206 2025-12-07T17:42:31
    1282 2100000     0.010         18.330       1835.700          0.001          0.671          0.676         54.235 2025-12-07T17:43:26
    1284 2105000     0.010         18.350       1834.820          0.001          0.673          0.678         54.218 2025-12-07T17:44:20
    1287 2110000     0.010         18.360       1835.790          0.001          0.675          0.680         54.620 2025-12-07T17:45:14
    1290 2115000     0.010         18.370       1836.070          0.001          0.678          0.683         54.248 2025-12-07T17:46:09
    1293 2120000     0.010         18.380       1835.920          0.001          0.681          0.686         54.362 2025-12-07T17:47:03
    1295 2125000     0.010         18.250       1841.000          0.001          0.683          0.688         54.559 2025-12-07T17:47:58
    1298 2130000     0.010         18.240       1841.500          0.001          0.686          0.691         54.297 2025-12-07T17:48:52
    1301 2135000     0.010         18.200       1843.320          0.001          0.689          0.694         54.089 2025-12-07T17:49:46
    1304 2140000     0.010         18.220       1842.780          0.001          0.692          0.697         54.477 2025-12-07T17:50:40
    1306 2145000     0.010         18.260       1839.600          0.001          0.693          0.699         54.351 2025-12-07T17:51:35
    1309 2150000     0.010         18.260       1840.980          0.001          0.696          0.701         54.564 2025-12-07T17:52:29
    1312 2155000     0.010         18.210       1844.570          0.001          0.699          0.704         54.436 2025-12-07T17:53:24
    1314 2160000     0.010         18.240       1842.760          0.001          0.701          0.706         54.157 2025-12-07T17:54:18
    1317 2165000     0.010         18.150       1855.590          0.001          0.704          0.709         54.371 2025-12-07T17:55:12
    1320 2170000     0.010         18.210       1852.700          0.001          0.707          0.712         54.537 2025-12-07T17:56:07
    1322 2175000     0.010         18.220       1849.960          0.001          0.709          0.714         54.655 2025-12-07T17:57:01
    1325 2180000     0.010         18.540       1854.490          0.001          0.711          0.716         54.560 2025-12-07T17:57:56
    1328 2185000     0.010         18.560       1853.890          0.001          0.714          0.719         52.835 2025-12-07T17:58:49
    1331 2190000     0.010         18.630       1848.780          0.001          0.716          0.721         53.769 2025-12-07T17:59:43
    1333 2195000     0.010         18.560       1853.890          0.001          0.718          0.723         55.031 2025-12-07T18:00:38
    1336 2200000     0.010         18.570       1854.090          0.001          0.721          0.726         54.944 2025-12-07T18:01:33
    1339 2205000     0.010         18.540       1856.030          0.001          0.724          0.729         53.923 2025-12-07T18:02:27
    1342 2210000     0.010         18.590       1852.970          0.001          0.727          0.732         54.016 2025-12-07T18:03:21
    1344 2215000     0.010         18.610       1848.930          0.001          0.729          0.734         53.759 2025-12-07T18:04:14
    1347 2220000     0.010         18.650       1844.570          0.001          0.731          0.736         54.102 2025-12-07T18:05:08
    1349 2225000     0.010         18.680       1842.410          0.001          0.733          0.738         54.003 2025-12-07T18:06:02
    1352 2230000     0.010         18.670       1845.290          0.001          0.735          0.740         54.360 2025-12-07T18:06:57
    1355 2235000     0.010         18.700       1846.400          0.001          0.738          0.743         53.910 2025-12-07T18:07:51
    1358 2240000     0.010         18.720       1844.810          0.001          0.740          0.745         53.811 2025-12-07T18:08:45
    1361 2245000     0.010         18.690       1849.570          0.001          0.743          0.748         54.258 2025-12-07T18:09:39
    1363 2250000     0.010         18.740       1843.850          0.001          0.745          0.750         53.885 2025-12-07T18:10:33
    1366 2255000     0.010         18.730       1845.550          0.001          0.747          0.752         53.938 2025-12-07T18:11:27
    1369 2260000     0.010         18.740       1845.110          0.001          0.750          0.755         54.279 2025-12-07T18:12:21
    1371 2265000     0.010         18.780       1842.850          0.001          0.752          0.757         53.998 2025-12-07T18:13:15
    1374 2270000     0.010         18.830       1838.970          0.001          0.754          0.759         53.985 2025-12-07T18:14:09
    1377 2275000     0.010         18.890       1831.890          0.001          0.757          0.762         53.644 2025-12-07T18:15:03
    1380 2280000     0.010         18.850       1837.560          0.001          0.760          0.765         53.993 2025-12-07T18:15:56
    1383 2285000     0.010         18.890       1833.260          0.001          0.763          0.767         54.155 2025-12-07T18:16:51
    1385 2290000     0.010         18.820       1838.420          0.001          0.765          0.769         53.873 2025-12-07T18:17:45
    1388 2295000     0.010         18.820       1838.620          0.001          0.768          0.772         54.136 2025-12-07T18:18:39
    1389 2300000     0.010         18.700       1853.600          0.001          0.769          0.773         53.331 2025-12-07T18:19:32
    1392 2305000     0.010         18.600       1862.950          0.001          0.771          0.776         52.031 2025-12-07T18:20:24
    1395 2310000     0.010         18.780       1852.830          0.001          0.774          0.778         52.045 2025-12-07T18:21:16
    1398 2315000     0.010         18.760       1855.430          0.001          0.776          0.781         51.765 2025-12-07T18:22:08
    1400 2320000     0.010         18.760       1855.120          0.001          0.778          0.782         51.792 2025-12-07T18:23:00
    1403 2325000     0.010         18.740       1857.120          0.001          0.780          0.784         52.361 2025-12-07T18:23:52
    1406 2330000     0.010         18.680       1861.410          0.001          0.782          0.786         54.263 2025-12-07T18:24:46
    1408 2335000     0.010         18.610       1867.260          0.001          0.784          0.788         53.356 2025-12-07T18:25:40
    1411 2340000     0.010         18.600       1869.820          0.001          0.786          0.791         54.159 2025-12-07T18:26:34
    1414 2345000     0.010         18.620       1867.810          0.001          0.789          0.793         55.147 2025-12-07T18:27:29
    1417 2350000     0.010         18.690       1857.040          0.001          0.791          0.796         53.736 2025-12-07T18:28:23
    1419 2355000     0.010         18.690       1857.090          0.001          0.793          0.797         54.439 2025-12-07T18:29:17
    1422 2360000     0.010         18.610       1861.680          0.001          0.795          0.800         53.947 2025-12-07T18:30:11
    1425 2365000     0.010         18.600       1861.950          0.001          0.798          0.802         53.179 2025-12-07T18:31:04
    1428 2370000     0.010         18.620       1859.340          0.001          0.800          0.804         51.872 2025-12-07T18:31:56
    1430 2375000     0.010         18.640       1857.930          0.001          0.801          0.806         51.652 2025-12-07T18:32:48
    1433 2380000     0.010         18.680       1855.780          0.001          0.804          0.808         51.755 2025-12-07T18:33:39
    1436 2385000     0.010         18.710       1851.800          0.001          0.806          0.810         52.235 2025-12-07T18:34:32
    1439 2390000     0.010         18.710       1852.010          0.001          0.808          0.812         51.859 2025-12-07T18:35:24
    1441 2395000     0.010         18.670       1856.760          0.001          0.809          0.814         51.687 2025-12-07T18:36:15
    1444 2400000     0.010         18.710       1854.340          0.001          0.811          0.815         51.975 2025-12-07T18:37:07
    1447 2405000     0.010         18.730       1854.730          0.001          0.813          0.818         53.907 2025-12-07T18:38:01
    1449 2410000     0.010         18.720       1856.560          0.001          0.815          0.819         54.226 2025-12-07T18:38:55
    1452 2415000     0.010         18.720       1854.890          0.001          0.817          0.821         54.051 2025-12-07T18:39:49
    1455 2420000     0.010         18.720       1852.920          0.001          0.819          0.823         54.467 2025-12-07T18:40:44
    1457 2425000     0.010         18.650       1860.870          0.001          0.820          0.825         54.434 2025-12-07T18:41:38
    1460 2430000     0.010         18.660       1860.700          0.001          0.823          0.827         54.225 2025-12-07T18:42:33
    1463 2435000     0.010         18.700       1857.200          0.001          0.825          0.829         54.168 2025-12-07T18:43:27
    1465 2440000     0.010         18.660       1862.240          0.001          0.826          0.831         54.205 2025-12-07T18:44:21
    1468 2445000     0.010         18.720       1858.080          0.001          0.828          0.833         54.275 2025-12-07T18:45:15
    1471 2450000     0.010         18.750       1855.180          0.001          0.831          0.835         53.871 2025-12-07T18:46:09
    1474 2455000     0.010         18.780       1853.650          0.001          0.833          0.837         52.589 2025-12-07T18:47:02
    1477 2460000     0.010         18.760       1854.860          0.001          0.835          0.839         51.882 2025-12-07T18:47:54
    1479 2465000     0.010         18.770       1851.970          0.001          0.836          0.840         51.803 2025-12-07T18:48:45
    1482 2470000     0.010         18.680       1857.920          0.001          0.838          0.843         52.250 2025-12-07T18:49:38
    1485 2475000     0.010         18.720       1855.300          0.001          0.840          0.845         51.729 2025-12-07T18:50:29
    1488 2480000     0.010         18.760       1851.270          0.001          0.842          0.847         54.066 2025-12-07T18:51:23
    1490 2485000     0.010         18.940       1831.090          0.001          0.844          0.848         54.234 2025-12-07T18:52:18
    1493 2490000     0.010         18.970       1829.450          0.001          0.847          0.851         53.358 2025-12-07T18:53:11
    1496 2495000     0.010         18.940       1831.250          0.001          0.849          0.853         52.052 2025-12-07T18:54:03
    1499 2500000     0.010         18.870       1832.850          0.001          0.851          0.856         51.889 2025-12-07T18:54:55
    1501 2505000     0.010         18.880       1832.400          0.001          0.853          0.857         51.911 2025-12-07T18:55:47
    1504 2510000     0.010         18.910       1829.230          0.001          0.855          0.860         52.163 2025-12-07T18:56:39
    1507 2515000     0.010         18.940       1823.670          0.001          0.858          0.862         51.888 2025-12-07T18:57:31
    1510 2520000     0.010         18.980       1822.730          0.001          0.860          0.864         52.287 2025-12-07T18:58:23
    1512 2525000     0.010         18.870       1833.510          0.001          0.862          0.866         52.069 2025-12-07T18:59:15
    1514 2530000     0.010         18.810       1840.880          0.001          0.863          0.867         51.789 2025-12-07T19:00:07
    1517 2535000     0.010         18.790       1842.980          0.001          0.865          0.869         51.721 2025-12-07T19:00:59
    1520 2540000     0.010         18.730       1845.380          0.001          0.867          0.871         51.721 2025-12-07T19:01:50
    1523 2545000     0.010         18.820       1838.170          0.001          0.870          0.874         51.799 2025-12-07T19:02:42
    1525 2550000     0.010         18.840       1835.710          0.001          0.871          0.876         51.704 2025-12-07T19:03:34
    1528 2555000     0.010         18.830       1835.960          0.001          0.874          0.878         52.311 2025-12-07T19:04:26
    1531 2560000     0.010         18.830       1835.620          0.001          0.876          0.880         52.040 2025-12-07T19:05:18
    1534 2565000     0.010         18.830       1838.280          0.001          0.879          0.883         51.938 2025-12-07T19:06:10
    1537 2570000     0.010         18.850       1836.660          0.001          0.880          0.885         52.139 2025-12-07T19:07:02
    1539 2575000     0.010         18.880       1835.820          0.001          0.882          0.886         52.500 2025-12-07T19:07:55
    1542 2580000     0.010         18.830       1837.990          0.001          0.884          0.888         54.350 2025-12-07T19:08:49
    1545 2585000     0.010         18.800       1842.760          0.001          0.886          0.890         54.436 2025-12-07T19:09:44
    1548 2590000     0.010         18.860       1834.140          0.001          0.888          0.892         54.110 2025-12-07T19:10:38
    1550 2595000     0.010         18.860       1830.120          0.001          0.890          0.894         54.688 2025-12-07T19:11:32
    1553 2600000     0.010         18.910       1825.870          0.001          0.892          0.896         54.090 2025-12-07T19:12:27
    1556 2605000     0.010         18.860       1826.530          0.001          0.894          0.898         53.551 2025-12-07T19:13:20
    1558 2610000     0.010         18.880       1823.650          0.001          0.895          0.899         51.458 2025-12-07T19:14:12
    1561 2615000     0.010         18.800       1824.800          0.001          0.896          0.900         51.476 2025-12-07T19:15:03
    1564 2620000     0.010         18.800       1823.240          0.001          0.898          0.902         52.073 2025-12-07T19:15:55
    1567 2625000     0.010         18.830       1817.550          0.001          0.900          0.904         51.831 2025-12-07T19:16:47
    1570 2630000     0.010         18.800       1820.720          0.001          0.901          0.906         52.903 2025-12-07T19:17:40
    1573 2635000     0.010         18.740       1825.720          0.001          0.903          0.907         51.964 2025-12-07T19:18:32
    1575 2640000     0.010         18.730       1828.230          0.001          0.904          0.908         52.193 2025-12-07T19:19:24
    1578 2645000     0.010         18.760       1826.250          0.001          0.906          0.910         51.871 2025-12-07T19:20:16
    1581 2650000     0.010         18.800       1825.390          0.001          0.907          0.912         51.894 2025-12-07T19:21:08
    1583 2655000     0.010         18.810       1825.520          0.001          0.909          0.913         53.462 2025-12-07T19:22:01
    1586 2660000     0.010         18.760       1831.630          0.001          0.911          0.915         53.911 2025-12-07T19:22:55
    1589 2665000     0.010         18.770       1832.420          0.001          0.912          0.916         53.836 2025-12-07T19:23:49
    1591 2670000     0.010         18.730       1836.020          0.001          0.914          0.918         53.847 2025-12-07T19:24:43
    1594 2675000     0.010         18.780       1831.190          0.001          0.915          0.920         53.625 2025-12-07T19:25:36
    1597 2680000     0.010         18.770       1835.250          0.001          0.917          0.921         54.309 2025-12-07T19:26:31
    1599 2685000     0.010         18.780       1835.170          0.001          0.918          0.922         54.256 2025-12-07T19:27:25
    1602 2690000     0.010         18.840       1831.970          0.001          0.920          0.924         54.052 2025-12-07T19:28:19
    1605 2695000     0.010         18.850       1831.580          0.001          0.922          0.926         54.491 2025-12-07T19:29:14
    1608 2700000     0.010         18.800       1837.980          0.001          0.924          0.928         53.841 2025-12-07T19:30:07
    1611 2705000     0.010         18.870       1830.800          0.001          0.926          0.930         53.882 2025-12-07T19:31:01
    1613 2710000     0.010         18.980       1817.630          0.001          0.927          0.931         54.003 2025-12-07T19:31:55
    1616 2715000     0.010         18.990       1815.050          0.001          0.929          0.933         53.678 2025-12-07T19:32:49
    1619 2720000     0.010         18.930       1820.010          0.001          0.930          0.934         54.160 2025-12-07T19:33:43
    1621 2725000     0.010         18.970       1817.660          0.001          0.931          0.935         53.994 2025-12-07T19:34:37
    1624 2730000     0.010         18.950       1823.140          0.001          0.933          0.937         54.353 2025-12-07T19:35:31
    1626 2735000     0.010         18.930       1826.410          0.001          0.934          0.938         53.960 2025-12-07T19:36:25
    1629 2740000     0.010         18.870       1834.880          0.001          0.935          0.939         54.382 2025-12-07T19:37:20
    1632 2745000     0.010         18.850       1836.080          0.001          0.936          0.940         53.914 2025-12-07T19:38:14
