         Reward           Loss         Length
       -500.000          0.917            500
       -500.000          0.032            500
       -500.000          0.066            500
       -500.000          0.023            500
       -500.000          0.022            500
       -500.000          0.049            500
       -500.000          0.077            500
       -500.000          0.057            500
       -500.000          0.058            500
       -323.000          0.062            324
       -434.000          0.134            435
       -407.000          0.266            408
       -344.000          0.320            345
       -322.000          0.359            323
       -335.000          0.425            336
       -204.000          0.463            205
       -270.000          0.506            271
       -268.000          0.533            269
       -342.000          0.584            343
       -473.000          0.579            474
       -165.000          0.641            166
       -172.000          0.685            173
       -210.000          0.659            211
       -271.000          0.724            272
       -246.000          0.750            247
       -158.000          0.736            159
       -248.000          0.781            249
       -145.000          0.832            146
       -249.000          0.844            250
       -109.000          0.960            110
       -160.000          1.016            161
       -173.000          0.939            174
       -158.000          1.037            159
       -140.000          1.100            141
       -166.000          1.121            167
       -187.000          1.122            188
       -172.000          1.236            173
       -156.000          1.246            157
       -260.000          1.349            261
       -153.000          1.375            154
       -189.000          1.398            190
       -139.000          1.396            140
       -162.000          1.446            163
       -185.000          1.579            186
       -164.000          1.681            165
       -166.000          1.537            167
       -200.000          1.605            201
       -165.000          1.700            166
       -155.000          1.703            156
       -183.000          1.886            184
       -115.000          1.889            116
       -144.000          1.939            145
       -117.000          1.999            118
       -151.000          2.056            152
       -160.000          1.849            161
       -142.000          1.898            143
        -97.000          2.014             98
       -125.000          1.849            126
       -161.000          2.007            162
       -121.000          2.026            122
       -141.000          2.085            142
       -140.000          2.117            141
       -166.000          2.090            167
       -132.000          2.023            133
       -151.000          2.213            152
       -133.000          2.105            134
       -132.000          2.119            133
       -126.000          2.104            127
       -128.000          2.237            129
       -123.000          2.259            124
       -142.000          2.280            143
       -116.000          2.235            117
       -119.000          2.119            120
        -95.000          2.379             96
       -147.000          2.359            148
       -124.000          2.395            125
        -96.000          2.521             97
       -134.000          2.374            135
       -138.000          2.464            139
       -147.000          2.440            148
       -152.000          2.457            153
       -268.000          2.489            269
       -117.000          2.473            118
       -130.000          2.576            131
        -98.000          2.666             99
       -120.000          2.394            121
       -106.000          2.591            107
       -122.000          2.430            123
       -114.000          2.403            115
       -134.000          2.568            135
       -219.000          2.580            220
       -141.000          2.473            142
       -133.000          2.639            134
       -124.000          2.473            125
        -89.000          2.575             90
       -108.000          2.449            109
       -138.000          2.635            139
        -99.000          2.771            100
       -131.000          2.619            132
       -128.000          2.557            129
       -114.000          2.650            115
       -133.000          2.661            134
        -97.000          2.666             98
       -104.000          2.582            105
       -131.000          2.522            132
       -159.000          2.554            160
       -101.000          2.562            102
       -110.000          2.485            111
       -121.000          2.479            122
       -146.000          2.623            147
       -108.000          2.495            109
        -81.000          2.497             82
       -131.000          2.619            132
        -86.000          2.568             87
       -147.000          2.499            148
       -146.000          2.510            147
       -168.000          2.446            169
       -115.000          2.458            116
        -99.000          2.624            100
        -97.000          2.351             98
       -148.000          2.404            149
       -122.000          2.410            123
       -106.000          2.543            107
       -138.000          2.324            139
        -91.000          2.425             92
       -121.000          2.427            122
        -92.000          2.347             93
       -129.000          2.349            130
       -132.000          2.380            133
        -90.000          2.508             91
       -129.000          2.334            130
       -100.000          2.318            101
       -127.000          2.397            128
       -119.000          2.364            120
       -122.000          2.285            123
       -178.000          2.379            179
       -116.000          2.354            117
       -122.000          2.355            123
       -109.000          2.247            110
       -116.000          2.245            117
       -118.000          2.269            119
       -104.000          2.149            105
        -98.000          2.176             99
        -93.000          2.122             94
       -132.000          2.138            133
       -110.000          2.144            111
       -110.000          2.117            111
        -98.000          2.141             99
       -109.000          2.071            110
       -104.000          2.067            105
        -98.000          2.092             99
       -108.000          1.997            109
        -86.000          1.966             87
        -98.000          2.005             99
        -82.000          1.998             83
       -114.000          2.015            115
       -134.000          2.040            135
       -100.000          1.990            101
        -84.000          2.012             85
       -104.000          1.964            105
        -99.000          1.921            100
       -114.000          1.962            115
       -118.000          1.866            119
       -134.000          1.846            135
       -142.000          1.839            143
       -109.000          1.814            110
       -122.000          1.786            123
        -97.000          1.761             98
       -128.000          1.732            129
       -109.000          1.774            110
        -89.000          1.711             90
        -90.000          1.684             91
       -115.000          1.674            116
        -93.000          1.653             94
       -111.000          1.603            112
        -91.000          1.635             92
       -106.000          1.609            107
       -102.000          1.593            103
       -119.000          1.560            120
        -97.000          1.489             98
       -126.000          1.532            127
        -92.000          1.562             93
        -82.000          1.497             83
        -76.000          1.463             77
        -86.000          1.466             87
        -96.000          1.393             97
