         Reward           Loss         Length
         16.000          0.000             16
         31.000          0.000             31
         10.000          0.000             10
         45.000          0.000             45
         12.000          0.000             12
         16.000          0.507             16
         19.000          0.378             19
         18.000          0.194             18
         13.000          0.081             13
         32.000          0.023             32
         27.000          0.006             27
         13.000          0.006             13
         50.000          0.005             50
         16.000          0.005             16
         22.000          0.007             22
         14.000          0.007             14
         12.000          0.009             12
         22.000          0.009             22
         19.000          0.010             19
         11.000          0.015             11
         14.000          0.013             14
         13.000          0.015             13
         10.000          0.019             10
         14.000          0.019             14
         10.000          0.020             10
         11.000          0.019             11
         10.000          0.023             10
         14.000          0.023             14
         17.000          0.023             17
         15.000          0.033             15
         16.000          0.029             16
         15.000          0.038             15
         12.000          0.036             12
         18.000          0.037             18
         14.000          0.037             14
          8.000          0.037              8
         12.000          0.042             12
         26.000          0.045             26
         11.000          0.048             11
         12.000          0.055             12
         12.000          0.056             12
         31.000          0.053             31
         25.000          0.065             25
         13.000          0.063             13
         20.000          0.060             20
         57.000          0.069             57
         55.000          0.068             55
         28.000          0.080             28
         20.000          0.072             20
         19.000          0.080             19
         34.000          0.082             34
         84.000          0.086             84
         12.000          0.083             12
         18.000          0.085             18
         56.000          0.085             56
         53.000          0.103             53
         73.000          0.101             73
         75.000          0.101             75
         94.000          0.120             94
         90.000          0.111             90
         88.000          0.123             88
         39.000          0.141             39
         96.000          0.125             96
        183.000          0.138            183
        128.000          0.123            128
        304.000          0.149            304
        123.000          0.144            123
         62.000          0.149             62
        194.000          0.166            194
        166.000          0.177            166
        400.000          0.177            400
        235.000          0.182            235
        159.000          0.192            159
        198.000          0.191            198
         79.000          0.181             79
        195.000          0.208            195
        237.000          0.203            237
        304.000          0.225            304
        217.000          0.218            217
        237.000          0.230            237
        278.000          0.242            278
        224.000          0.240            224
        288.000          0.245            288
        244.000          0.254            244
        216.000          0.274            216
        206.000          0.262            206
        228.000          0.249            228
        266.000          0.258            266
        207.000          0.259            207
        242.000          0.274            242
        250.000          0.273            250
        214.000          0.279            214
        282.000          0.288            282
        284.000          0.277            284
        223.000          0.280            223
        310.000          0.284            310
        296.000          0.287            296
        248.000          0.291            248
        216.000          0.303            216
        127.000          0.339            127
        123.000          0.318            123
        131.000          0.334            131
        125.000          0.307            125
        131.000          0.255            131
        126.000          0.232            126
        118.000          0.231            118
        111.000          0.340            111
        121.000          0.261            121
        103.000          0.296            103
        106.000          0.350            106
        120.000          0.244            120
        115.000          0.292            115
        107.000          0.295            107
        114.000          0.300            114
        116.000          0.290            116
        110.000          0.293            110
        114.000          0.321            114
        112.000          0.266            112
        114.000          0.328            114
        108.000          0.315            108
        112.000          0.333            112
        111.000          0.364            111
        110.000          0.382            110
        106.000          0.317            106
        117.000          0.309            117
        119.000          0.295            119
        120.000          0.360            120
        106.000          0.389            106
        118.000          0.331            118
        112.000          0.368            112
        114.000          0.389            114
        116.000          0.363            116
        114.000          0.420            114
        115.000          0.327            115
        108.000          0.369            108
        115.000          0.384            115
        112.000          0.429            112
        126.000          0.388            126
        118.000          0.404            118
        114.000          0.393            114
        112.000          0.396            112
        118.000          0.564            118
        122.000          0.480            122
        116.000          0.477            116
        108.000          0.522            108
        120.000          0.406            120
        127.000          0.445            127
        125.000          0.460            125
        116.000          0.507            116
        119.000          0.413            119
        127.000          0.499            127
        127.000          0.445            127
        128.000          0.475            128
        110.000          0.480            110
        120.000          0.503            120
        116.000          0.521            116
        123.000          0.512            123
        124.000          0.416            124
        125.000          0.494            125
        122.000          0.429            122
        117.000          0.580            117
        128.000          0.562            128
        123.000          0.437            123
        126.000          0.552            126
        113.000          0.588            113
        116.000          0.566            116
        126.000          0.539            126
        117.000          0.489            117
        126.000          0.565            126
        127.000          0.564            127
        122.000          0.565            122
        119.000          0.600            119
        126.000          0.635            126
        122.000          0.562            122
        120.000          0.554            120
        119.000          0.671            119
        122.000          0.570            122
        117.000          0.556            117
        122.000          0.557            122
        120.000          0.714            120
        120.000          0.589            120
        118.000          0.629            118
        120.000          0.570            120
        122.000          0.657            122
        123.000          0.640            123
        118.000          0.614            118
        124.000          0.616            124
        120.000          0.595            120
        120.000          0.619            120
        120.000          0.563            120
        126.000          0.618            126
        113.000          0.496            113
        114.000          0.607            114
        124.000          0.528            124
        118.000          0.542            118
        119.000          0.551            119
        124.000          0.619            124
        122.000          0.565            122
        118.000          0.530            118
        116.000          0.601            116
        115.000          0.570            115
        120.000          0.469            120
        116.000          0.499            116
        124.000          0.533            124
        122.000          0.552            122
        118.000          0.486            118
        116.000          0.438            116
        120.000          0.534            120
        123.000          0.510            123
        118.000          0.528            118
        124.000          0.501            124
         12.000          0.568             12
        180.000          0.493            180
        116.000          0.435            116
        118.000          0.478            118
        116.000          0.462            116
        122.000          0.458            122
        124.000          0.443            124
        124.000          0.501            124
        116.000          0.511            116
        128.000          0.411            128
        132.000          0.440            132
        119.000          0.436            119
        122.000          0.440            122
        126.000          0.452            126
        122.000          0.438            122
        124.000          0.435            124
        125.000          0.401            125
        122.000          0.356            122
        116.000          0.362            116
        126.000          0.330            126
        118.000          0.328            118
        123.000          0.364            123
        123.000          0.350            123
        119.000          0.328            119
        118.000          0.296            118
        135.000          0.360            135
        134.000          0.338            134
        121.000          0.303            121
        134.000          0.306            134
        126.000          0.275            126
        132.000          0.277            132
        127.000          0.271            127
        125.000          0.258            125
        127.000          0.231            127
        139.000          0.242            139
        134.000          0.218            134
        133.000          0.222            133
        137.000          0.186            137
        137.000          0.204            137
        147.000          0.193            147
        138.000          0.157            138
        133.000          0.173            133
        136.000          0.146            136
        129.000          0.142            129
        139.000          0.139            139
        131.000          0.112            131
        146.000          0.109            146
        132.000          0.104            132
        132.000          0.076            132
        137.000          0.053            137
        139.000          0.063            139
        142.000          0.048            142
        144.000          0.038            144
        140.000          0.032            140
        133.000          0.025            133
        135.000          0.042            135
        139.000          0.048            139
        146.000          0.040            146
        142.000          0.051            142
        138.000          0.067            138
        131.000          0.067            131
        132.000          0.094            132
        139.000          0.097            139
        137.000          0.095            137
        132.000          0.094            132
        134.000          0.111            134
        141.000          0.107            141
        138.000          0.133            138
        135.000          0.118            135
        138.000          0.136            138
        147.000          0.135            147
        153.000          0.147            153
        136.000          0.135            136
        154.000          0.129            154
        140.000          0.168            140
        155.000          0.127            155
        185.000          0.161            185
        147.000          0.153            147
        162.000          0.155            162
        169.000          0.172            169
        169.000          0.139            169
        165.000          0.177            165
        192.000          0.162            192
        101.000          0.178            101
         65.000          0.191             65
        195.000          0.196            195
        189.000          0.190            189
        272.000          0.175            272
        192.000          0.207            192
        166.000          0.155            166
        184.000          0.178            184
        167.000          0.167            167
        181.000          0.151            181
        201.000          0.176            201
        190.000          0.184            190
        180.000          0.161            180
        173.000          0.169            173
        168.000          0.137            168
        155.000          0.144            155
        164.000          0.162            164
        161.000          0.125            161
        167.000          0.136            167
        159.000          0.128            159
        157.000          0.155            157
        161.000          0.156            161
        165.000          0.151            165
        153.000          0.156            153
        166.000          0.105            166
        158.000          0.131            158
        145.000          0.129            145
        159.000          0.147            159
        160.000          0.123            160
        165.000          0.131            165
        203.000          0.127            203
        152.000          0.106            152
        134.000          0.130            134
        145.000          0.149            145
        131.000          0.143            131
        134.000          0.156            134
        146.000          0.146            146
        151.000          0.125            151
        133.000          0.171            133
        157.000          0.139            157
        144.000          0.180            144
        143.000          0.202            143
        127.000          0.212            127
        199.000          0.226            199
        148.000          0.202            148
        151.000          0.172            151
        156.000          0.179            156
        135.000          0.173            135
        143.000          0.209            143
        148.000          0.196            148
        135.000          0.240            135
        146.000          0.164            146
        131.000          0.268            131
        155.000          0.209            155
        148.000          0.323            148
        150.000          0.240            150
        133.000          0.277            133
        132.000          0.312            132
        148.000          0.269            148
        141.000          0.210            141
        149.000          0.340            149
        131.000          0.337            131
        145.000          0.274            145
        145.000          0.277            145
        145.000          0.328            145
        135.000          0.290            135
        136.000          0.271            136
        133.000          0.347            133
        133.000          0.351            133
        130.000          0.314            130
        141.000          0.412            141
        133.000          0.397            133
        153.000          0.409            153
        130.000          0.342            130
        147.000          0.407            147
        145.000          0.417            145
        138.000          0.294            138
        145.000          0.423            145
        152.000          0.424            152
        142.000          0.486            142
        131.000          0.476            131
        142.000          0.380            142
        146.000          0.336            146
        138.000          0.482            138
        132.000          0.483            132
        133.000          0.443            133
        136.000          0.398            136
        135.000          0.524            135
        137.000          0.443            137
        141.000          0.482            141
        142.000          0.576            142
        125.000          0.510            125
        128.000          0.433            128
        133.000          0.512            133
        143.000          0.552            143
        135.000          0.576            135
        136.000          0.463            136
        142.000          0.569            142
        143.000          0.562            143
        145.000          0.511            145
        143.000          0.620            143
        136.000          0.564            136
        160.000          0.567            160
        138.000          0.496            138
        124.000          0.446            124
        150.000          0.527            150
        145.000          0.488            145
        152.000          0.520            152
        150.000          0.480            150
        131.000          0.470            131
        161.000          0.520            161
        126.000          0.541            126
        135.000          0.548            135
        144.000          0.437            144
        135.000          0.421            135
        143.000          0.451            143
        143.000          0.542            143
        137.000          0.406            137
        158.000          0.449            158
        137.000          0.430            137
        135.000          0.423            135
        139.000          0.438            139
        163.000          0.430            163
        143.000          0.455            143
        150.000          0.366            150
        148.000          0.438            148
        151.000          0.485            151
        138.000          0.405            138
        131.000          0.372            131
        132.000          0.384            132
        129.000          0.401            129
        166.000          0.372            166
        134.000          0.396            134
        136.000          0.341            136
        137.000          0.361            137
        133.000          0.380            133
        157.000          0.346            157
        142.000          0.348            142
        139.000          0.330            139
        136.000          0.328            136
        139.000          0.308            139
        138.000          0.298            138
        156.000          0.324            156
        144.000          0.296            144
        158.000          0.257            158
        138.000          0.241            138
        158.000          0.263            158
        143.000          0.232            143
        147.000          0.288            147
        157.000          0.214            157
        172.000          0.215            172
        174.000          0.222            174
        159.000          0.186            159
        173.000          0.204            173
        156.000          0.207            156
        159.000          0.197            159
        170.000          0.166            170
        155.000          0.154            155
