 Episode    Step   Epsilon     MeanReward     MeanLength       MeanLoss     MeanQValue      TimeDelta                Time
    1027 1370000     0.010         -5.560       2866.890          0.004         -0.411         -0.400         54.574 2025-12-07T03:41:40
    1029 1375000     0.010         -5.320       2891.240          0.004         -0.406         -0.395         54.155 2025-12-07T03:42:35
    1030 1380000     0.010         -5.270       2895.030          0.004         -0.403         -0.392         54.331 2025-12-07T03:43:29
    1032 1385000     0.010         -5.040       2908.740          0.004         -0.397         -0.387         54.368 2025-12-07T03:44:23
    1034 1390000     0.010         -4.800       2931.860          0.004         -0.391         -0.381         54.200 2025-12-07T03:45:17
    1036 1395000     0.010         -4.820       2927.080          0.004         -0.385         -0.375         54.351 2025-12-07T03:46:12
    1037 1400000     0.010         -4.760       2929.800          0.004         -0.382         -0.372         54.220 2025-12-07T03:47:06
    1039 1405000     0.010         -4.670       2941.950          0.004         -0.376         -0.365         54.490 2025-12-07T03:48:00
    1040 1410000     0.010         -4.680       2944.930          0.004         -0.373         -0.362         54.604 2025-12-07T03:48:55
    1042 1415000     0.010         -4.770       2943.960          0.004         -0.367         -0.356         54.652 2025-12-07T03:49:50
    1043 1420000     0.010         -4.550       2950.850          0.004         -0.364         -0.353         54.488 2025-12-07T03:50:44
    1045 1425000     0.010         -4.390       2976.130          0.004         -0.358         -0.347         54.362 2025-12-07T03:51:39
    1046 1430000     0.010         -4.300       2987.560          0.004         -0.355         -0.344         54.431 2025-12-07T03:52:33
    1048 1435000     0.010         -4.100       3010.080          0.004         -0.349         -0.338         54.357 2025-12-07T03:53:27
    1049 1440000     0.010         -4.150       3015.040          0.004         -0.345         -0.335         54.330 2025-12-07T03:54:22
    1051 1445000     0.010         -4.000       3019.310          0.004         -0.339         -0.329         54.396 2025-12-07T03:55:16
    1052 1450000     0.010         -3.980       3024.360          0.004         -0.336         -0.326         54.359 2025-12-07T03:56:10
    1054 1455000     0.010         -3.880       3044.100          0.004         -0.330         -0.319         54.518 2025-12-07T03:57:05
    1055 1460000     0.010         -3.830       3057.030          0.004         -0.327         -0.316         54.282 2025-12-07T03:57:59
    1057 1465000     0.010         -3.740       3069.150          0.004         -0.321         -0.310         54.488 2025-12-07T03:58:54
    1058 1470000     0.010         -3.600       3087.530          0.004         -0.317         -0.307         54.747 2025-12-07T03:59:49
    1059 1475000     0.010         -3.490       3097.620          0.004         -0.314         -0.304         54.405 2025-12-07T04:00:43
    1061 1480000     0.010         -3.290       3102.040          0.004         -0.308         -0.298         54.437 2025-12-07T04:01:37
    1062 1485000     0.010         -3.220       3118.200          0.004         -0.305         -0.295         54.240 2025-12-07T04:02:32
    1064 1490000     0.010         -3.140       3130.780          0.004         -0.299         -0.288         54.526 2025-12-07T04:03:26
    1066 1495000     0.010         -2.770       3139.040          0.004         -0.292         -0.282         54.215 2025-12-07T04:04:20
    1067 1500000     0.010         -2.620       3145.530          0.004         -0.289         -0.279         54.405 2025-12-07T04:05:15
    1069 1505000     0.010         -2.300       3154.810          0.003         -0.282         -0.272         54.277 2025-12-07T04:06:09
    1071 1510000     0.010         -1.970       3159.020          0.003         -0.276         -0.266         54.422 2025-12-07T04:07:03
    1072 1515000     0.010         -1.890       3169.510          0.003         -0.273         -0.263         54.342 2025-12-07T04:07:58
    1074 1520000     0.010         -1.630       3171.180          0.003         -0.267         -0.257         54.574 2025-12-07T04:08:52
    1075 1525000     0.010         -1.600       3175.190          0.003         -0.264         -0.253         54.572 2025-12-07T04:09:47
    1077 1530000     0.010         -1.350       3170.380          0.003         -0.258         -0.247         54.426 2025-12-07T04:10:41
    1079 1535000     0.010         -0.890       3164.060          0.003         -0.251         -0.241         54.313 2025-12-07T04:11:36
    1080 1540000     0.010         -0.850       3172.740          0.003         -0.248         -0.238         54.279 2025-12-07T04:12:30
    1082 1545000     0.010         -0.500       3162.260          0.003         -0.242         -0.232         54.358 2025-12-07T04:13:24
    1083 1550000     0.010         -0.370       3168.190          0.003         -0.239         -0.229         54.594 2025-12-07T04:14:19
    1085 1555000     0.010         -0.210       3173.080          0.003         -0.233         -0.223         54.267 2025-12-07T04:15:13
    1087 1560000     0.010         -0.260       3160.250          0.003         -0.226         -0.216         54.318 2025-12-07T04:16:07
    1088 1565000     0.010         -0.090       3150.710          0.003         -0.223         -0.213         54.237 2025-12-07T04:17:02
    1091 1570000     0.010          0.530       3168.090          0.003         -0.213         -0.203         54.120 2025-12-07T04:17:56
    1092 1575000     0.010          0.550       3169.880          0.003         -0.209         -0.199         54.098 2025-12-07T04:18:50
    1094 1580000     0.010          0.790       3163.840          0.003         -0.203         -0.193         54.549 2025-12-07T04:19:44
    1096 1585000     0.010          1.160       3142.610          0.003         -0.196         -0.186         54.392 2025-12-07T04:20:39
    1098 1590000     0.010          1.310       3138.370          0.003         -0.189         -0.180         54.281 2025-12-07T04:21:33
    1100 1595000     0.010          1.560       3124.830          0.003         -0.183         -0.173         54.239 2025-12-07T04:22:27
    1102 1600000     0.010          1.990       3119.670          0.003         -0.176         -0.166         54.244 2025-12-07T04:23:22
    1104 1605000     0.010          2.470       3099.060          0.003         -0.170         -0.160         54.194 2025-12-07T04:24:16
    1106 1610000     0.010          2.820       3084.210          0.003         -0.163         -0.153         54.412 2025-12-07T04:25:10
    1107 1615000     0.010          2.930       3086.640          0.003         -0.159         -0.150         54.432 2025-12-07T04:26:05
    1109 1620000     0.010          3.170       3092.330          0.003         -0.152         -0.143         54.262 2025-12-07T04:26:59
    1111 1625000     0.010          3.610       3074.870          0.003         -0.146         -0.136         54.381 2025-12-07T04:27:53
    1114 1630000     0.010          4.230       3044.110          0.003         -0.136         -0.126         54.275 2025-12-07T04:28:48
    1116 1635000     0.010          4.560       3039.350          0.003         -0.129         -0.119         54.509 2025-12-07T04:29:42
    1118 1640000     0.010          4.820       3028.650          0.003         -0.122         -0.112         54.329 2025-12-07T04:30:36
    1119 1645000     0.010          4.970       3035.720          0.003         -0.118         -0.109         54.364 2025-12-07T04:31:31
    1121 1650000     0.010          5.250       3022.580          0.003         -0.112         -0.102         54.418 2025-12-07T04:32:25
    1123 1655000     0.010          5.480       3004.980          0.003         -0.105         -0.096         54.232 2025-12-07T04:33:19
    1125 1660000     0.010          5.760       2974.660          0.003         -0.099         -0.089         54.372 2025-12-07T04:34:14
    1127 1665000     0.010          6.190       2946.650          0.003         -0.092         -0.083         54.315 2025-12-07T04:35:08
    1129 1670000     0.010          6.640       2927.650          0.003         -0.085         -0.076         54.463 2025-12-07T04:36:03
    1131 1675000     0.010          6.970       2917.660          0.003         -0.078         -0.069         54.411 2025-12-07T04:36:57
    1133 1680000     0.010          7.340       2910.010          0.003         -0.072         -0.063         54.233 2025-12-07T04:37:51
    1135 1685000     0.010          7.760       2909.340          0.003         -0.064         -0.055         54.241 2025-12-07T04:38:45
    1137 1690000     0.010          8.140       2902.800          0.003         -0.057         -0.048         54.660 2025-12-07T04:39:40
    1139 1695000     0.010          8.440       2891.700          0.003         -0.050         -0.041         54.507 2025-12-07T04:40:35
    1141 1700000     0.010          8.880       2874.510          0.003         -0.043         -0.034         54.498 2025-12-07T04:41:29
    1143 1705000     0.010          9.230       2867.170          0.003         -0.036         -0.028         54.250 2025-12-07T04:42:23
    1146 1710000     0.010          9.800       2825.740          0.002         -0.026         -0.017         54.395 2025-12-07T04:43:18
    1147 1715000     0.010          9.950       2812.670          0.002         -0.023         -0.014         54.257 2025-12-07T04:44:12
    1149 1720000     0.010         10.290       2808.430          0.002         -0.016         -0.007         54.446 2025-12-07T04:45:06
    1151 1725000     0.010         10.430       2804.190          0.002         -0.009         -0.001         54.506 2025-12-07T04:46:01
    1153 1730000     0.010         10.740       2788.680          0.002         -0.002          0.006         54.482 2025-12-07T04:46:55
    1154 1735000     0.010         10.850       2785.910          0.002          0.001          0.010         54.344 2025-12-07T04:47:50
    1156 1740000     0.010         11.300       2759.970          0.002          0.008          0.016         54.233 2025-12-07T04:48:44
    1159 1745000     0.010         11.810       2725.650          0.002          0.018          0.026         54.224 2025-12-07T04:49:38
    1161 1750000     0.010         12.220       2713.500          0.002          0.024          0.032         54.523 2025-12-07T04:50:33
    1162 1755000     0.010         12.430       2698.180          0.002          0.027          0.036         54.107 2025-12-07T04:51:27
    1165 1760000     0.010         12.840       2678.250          0.002          0.037          0.045         54.320 2025-12-07T04:52:21
    1167 1765000     0.010         13.040       2661.890          0.002          0.044          0.052         54.216 2025-12-07T04:53:15
    1168 1770000     0.010         13.090       2662.000          0.002          0.047          0.055         54.325 2025-12-07T04:54:10
    1170 1775000     0.010         13.200       2662.950          0.002          0.053          0.061         54.246 2025-12-07T04:55:04
    1173 1780000     0.010         13.580       2627.860          0.002          0.062          0.070         54.490 2025-12-07T04:55:59
    1175 1785000     0.010         13.890       2602.110          0.002          0.068          0.076         54.225 2025-12-07T04:56:53
    1178 1790000     0.010         14.060       2585.430          0.002          0.077          0.085         54.232 2025-12-07T04:57:47
    1180 1795000     0.010         14.280       2559.050          0.002          0.083          0.091         54.194 2025-12-07T04:58:41
    1182 1800000     0.010         14.340       2547.280          0.002          0.089          0.096         54.902 2025-12-07T04:59:36
    1185 1805000     0.010         14.660       2506.580          0.002          0.097          0.104         54.414 2025-12-07T05:00:30
    1186 1810000     0.010         14.920       2512.960          0.002          0.099          0.107         54.143 2025-12-07T05:01:25
    1188 1815000     0.010         14.920       2518.730          0.002          0.104          0.112         54.419 2025-12-07T05:02:19
    1191 1820000     0.010         15.100       2494.960          0.002          0.111          0.119         54.306 2025-12-07T05:03:13
    1193 1825000     0.010         15.270       2487.070          0.002          0.116          0.123         54.139 2025-12-07T05:04:07
    1194 1830000     0.010         15.400       2474.150          0.002          0.118          0.126         54.400 2025-12-07T05:05:02
    1197 1835000     0.010         15.360       2480.400          0.002          0.125          0.133         54.546 2025-12-07T05:05:56
    1199 1840000     0.010         15.620       2454.910          0.002          0.130          0.137         54.456 2025-12-07T05:06:51
    1201 1845000     0.010         15.630       2461.190          0.002          0.134          0.142         54.452 2025-12-07T05:07:45
    1203 1850000     0.010         15.630       2465.370          0.002          0.139          0.146         54.394 2025-12-07T05:08:40
    1206 1855000     0.010         15.720       2456.240          0.002          0.146          0.153         54.447 2025-12-07T05:09:34
    1208 1860000     0.010         15.960       2428.570          0.002          0.150          0.158         54.279 2025-12-07T05:10:28
    1210 1865000     0.010         15.960       2429.320          0.002          0.155          0.162         54.225 2025-12-07T05:11:23
    1213 1870000     0.010         16.040       2422.240          0.002          0.162          0.169         54.419 2025-12-07T05:12:17
    1215 1875000     0.010         15.980       2428.030          0.002          0.166          0.173         54.249 2025-12-07T05:13:11
    1217 1880000     0.010         16.160       2417.030          0.002          0.171          0.178         54.507 2025-12-07T05:14:06
    1219 1885000     0.010         16.310       2395.040          0.002          0.176          0.183         54.364 2025-12-07T05:15:00
    1222 1890000     0.010         16.400       2383.860          0.002          0.183          0.190         54.203 2025-12-07T05:15:54
    1225 1895000     0.010         16.580       2360.830          0.002          0.189          0.196         54.296 2025-12-07T05:16:49
    1227 1900000     0.010         16.600       2354.720          0.002          0.194          0.201         54.231 2025-12-07T05:17:43
    1229 1905000     0.010         16.580       2355.640          0.002          0.198          0.205         54.661 2025-12-07T05:18:38
    1232 1910000     0.010         16.680       2336.140          0.002          0.205          0.212         54.309 2025-12-07T05:19:32
    1234 1915000     0.010         16.890       2320.420          0.002          0.209          0.216         54.506 2025-12-07T05:20:26
    1237 1920000     0.010         17.030       2317.490          0.002          0.215          0.222         54.195 2025-12-07T05:21:21
    1239 1925000     0.010         17.200       2306.330          0.002          0.219          0.226         53.954 2025-12-07T05:22:15
    1241 1930000     0.010         17.280       2305.300          0.002          0.223          0.230         54.376 2025-12-07T05:23:09
    1244 1935000     0.010         17.310       2289.330          0.001          0.229          0.235         54.099 2025-12-07T05:24:03
    1246 1940000     0.010         17.370       2284.650          0.001          0.233          0.240         54.335 2025-12-07T05:24:57
    1249 1945000     0.010         17.590       2258.550          0.001          0.239          0.246         54.301 2025-12-07T05:25:52
    1251 1950000     0.010         17.820       2240.730          0.001          0.243          0.249         54.365 2025-12-07T05:26:46
    1254 1955000     0.010         17.990       2217.170          0.001          0.249          0.256         54.521 2025-12-07T05:27:41
    1256 1960000     0.010         18.000       2208.830          0.001          0.253          0.260         54.183 2025-12-07T05:28:35
    1259 1965000     0.010         18.150       2194.860          0.001          0.259          0.266         54.336 2025-12-07T05:29:29
    1261 1970000     0.010         18.120       2198.740          0.001          0.264          0.270         54.363 2025-12-07T05:30:23
    1263 1975000     0.010         18.220       2179.030          0.001          0.268          0.274         54.260 2025-12-07T05:31:18
    1266 1980000     0.010         18.230       2176.870          0.001          0.274          0.281         54.391 2025-12-07T05:32:12
    1268 1985000     0.010         18.340       2159.440          0.001          0.278          0.285         54.604 2025-12-07T05:33:07
    1271 1990000     0.010         18.470       2141.090          0.001          0.285          0.291         54.495 2025-12-07T05:34:01
    1273 1995000     0.010         18.500       2136.700          0.001          0.290          0.296         54.527 2025-12-07T05:34:56
    1276 2000000     0.010         18.550       2137.430          0.001          0.296          0.303         54.610 2025-12-07T05:35:50
    1278 2005000     0.010         18.570       2138.770          0.001          0.301          0.307         54.415 2025-12-07T05:36:45
    1281 2010000     0.010         18.620       2134.810          0.001          0.307          0.314         54.307 2025-12-07T05:37:39
    1283 2015000     0.010         18.620       2129.930          0.001          0.312          0.318         54.437 2025-12-07T05:38:34
    1285 2020000     0.010         18.510       2134.440          0.001          0.316          0.322         54.150 2025-12-07T05:39:28
    1288 2025000     0.010         18.610       2111.040          0.001          0.323          0.329         54.361 2025-12-07T05:40:22
    1290 2030000     0.010         18.650       2108.010          0.001          0.328          0.334         54.377 2025-12-07T05:41:16
    1292 2035000     0.010         18.700       2104.050          0.001          0.332          0.338         54.390 2025-12-07T05:42:11
    1294 2040000     0.010         18.540       2120.940          0.001          0.337          0.343         54.449 2025-12-07T05:43:05
    1297 2045000     0.010         18.680       2097.610          0.001          0.344          0.350         54.923 2025-12-07T05:44:00
    1300 2050000     0.010         18.730       2082.410          0.001          0.351          0.356         54.415 2025-12-07T05:44:55
    1302 2055000     0.010         18.680       2083.850          0.001          0.355          0.361         54.256 2025-12-07T05:45:49
    1304 2060000     0.010         18.620       2081.690          0.001          0.359          0.365         54.193 2025-12-07T05:46:43
    1306 2065000     0.010         18.590       2080.940          0.001          0.364          0.369         54.332 2025-12-07T05:47:37
    1309 2070000     0.010         18.600       2083.480          0.001          0.370          0.376         54.385 2025-12-07T05:48:32
    1311 2075000     0.010         18.620       2078.220          0.001          0.374          0.380         54.340 2025-12-07T05:49:26
    1313 2080000     0.010         18.640       2081.880          0.001          0.378          0.384         54.251 2025-12-07T05:50:20
    1316 2085000     0.010         18.670       2080.910          0.001          0.384          0.389         54.386 2025-12-07T05:51:15
    1318 2090000     0.010         18.690       2072.940          0.001          0.387          0.393         54.071 2025-12-07T05:52:09
    1320 2095000     0.010         18.710       2074.550          0.001          0.391          0.396         54.226 2025-12-07T05:53:03
    1323 2100000     0.010         18.650       2084.000          0.001          0.396          0.402         54.288 2025-12-07T05:53:57
    1325 2105000     0.010         18.670       2084.750          0.001          0.400          0.405         54.484 2025-12-07T05:54:52
    1328 2110000     0.010         18.750       2080.520          0.001          0.405          0.411         54.370 2025-12-07T05:55:46
    1330 2115000     0.010         18.680       2089.050          0.001          0.409          0.414         54.366 2025-12-07T05:56:41
    1332 2120000     0.010         18.530       2104.330          0.001          0.412          0.417         54.794 2025-12-07T05:57:35
    1334 2125000     0.010         18.480       2105.330          0.001          0.416          0.421         54.172 2025-12-07T05:58:29
    1336 2130000     0.010         18.330       2120.470          0.001          0.419          0.424         54.286 2025-12-07T05:59:24
    1338 2135000     0.010         18.300       2116.600          0.001          0.422          0.427         54.549 2025-12-07T06:00:18
    1341 2140000     0.010         18.280       2115.960          0.001          0.427          0.432         54.438 2025-12-07T06:01:13
    1343 2145000     0.010         18.300       2111.390          0.001          0.430          0.435         54.258 2025-12-07T06:02:07
    1346 2150000     0.010         18.300       2111.900          0.001          0.435          0.440         54.414 2025-12-07T06:03:01
    1348 2155000     0.010         18.280       2112.090          0.001          0.438          0.443         54.172 2025-12-07T06:03:56
    1350 2160000     0.010         18.230       2118.690          0.001          0.441          0.446         54.702 2025-12-07T06:04:50
    1353 2165000     0.010         18.230       2121.130          0.001          0.445          0.450         54.264 2025-12-07T06:05:45
    1355 2170000     0.010         18.210       2123.370          0.001          0.448          0.453         54.384 2025-12-07T06:06:39
    1358 2175000     0.010         18.230       2116.590          0.001          0.453          0.457         54.165 2025-12-07T06:07:33
    1360 2180000     0.010         18.230       2113.360          0.001          0.455          0.460         54.380 2025-12-07T06:08:27
    1363 2185000     0.010         18.260       2110.020          0.001          0.460          0.464         54.445 2025-12-07T06:09:22
    1365 2190000     0.010         18.310       2103.940          0.001          0.462          0.467         54.325 2025-12-07T06:10:16
    1368 2195000     0.010         18.270       2110.850          0.001          0.467          0.472         54.184 2025-12-07T06:11:10
    1370 2200000     0.010         18.270       2108.980          0.001          0.469          0.474         54.166 2025-12-07T06:12:05
    1373 2205000     0.010         18.200       2114.990          0.001          0.474          0.479         54.206 2025-12-07T06:12:59
    1375 2210000     0.010         18.110       2124.140          0.001          0.477          0.482         54.361 2025-12-07T06:13:53
    1377 2215000     0.010         18.150       2121.060          0.001          0.479          0.484         54.396 2025-12-07T06:14:48
    1380 2220000     0.010         18.160       2122.410          0.001          0.483          0.488         54.332 2025-12-07T06:15:42
    1382 2225000     0.010         18.100       2132.450          0.001          0.486          0.491         54.343 2025-12-07T06:16:36
    1384 2230000     0.010         18.250       2121.540          0.001          0.488          0.493         54.082 2025-12-07T06:17:30
    1387 2235000     0.010         18.310       2120.190          0.001          0.492          0.497         54.292 2025-12-07T06:18:25
    1389 2240000     0.010         18.290       2122.670          0.001          0.495          0.500         54.282 2025-12-07T06:19:19
    1392 2245000     0.010         18.300       2117.850          0.001          0.499          0.504         54.290 2025-12-07T06:20:13
    1394 2250000     0.010         18.500       2096.870          0.001          0.502          0.507         54.361 2025-12-07T06:21:08
    1397 2255000     0.010         18.400       2105.300          0.001          0.506          0.511         54.312 2025-12-07T06:22:02
    1399 2260000     0.010         18.280       2120.450          0.001          0.509          0.514         54.225 2025-12-07T06:22:56
    1401 2265000     0.010         18.230       2127.250          0.001          0.511          0.516         54.407 2025-12-07T06:23:51
    1403 2270000     0.010         18.300       2118.500          0.001          0.514          0.519         54.424 2025-12-07T06:24:45
    1406 2275000     0.010         18.390       2113.360          0.001          0.518          0.523         54.210 2025-12-07T06:25:39
    1408 2280000     0.010         18.420       2111.680          0.001          0.521          0.526         54.537 2025-12-07T06:26:34
    1411 2285000     0.010         18.450       2110.760          0.001          0.525          0.530         54.233 2025-12-07T06:27:28
    1413 2290000     0.010         18.460       2111.470          0.001          0.528          0.533         54.411 2025-12-07T06:28:22
    1415 2295000     0.010         18.490       2109.260          0.001          0.531          0.536         54.355 2025-12-07T06:29:17
    1418 2300000     0.010         18.430       2114.980          0.001          0.536          0.540         54.309 2025-12-07T06:30:11
    1420 2305000     0.010         18.480       2107.570          0.001          0.538          0.543         54.438 2025-12-07T06:31:05
    1423 2310000     0.010         18.520       2103.160          0.001          0.543          0.548         54.215 2025-12-07T06:32:00
    1425 2315000     0.010         18.500       2101.790          0.001          0.545          0.550         54.397 2025-12-07T06:32:54
    1428 2320000     0.010         18.450       2102.330          0.001          0.549          0.554         54.576 2025-12-07T06:33:49
    1430 2325000     0.010         18.510       2096.560          0.001          0.552          0.557         54.366 2025-12-07T06:34:43
    1432 2330000     0.010         18.570       2094.780          0.001          0.555          0.560         54.339 2025-12-07T06:35:37
    1435 2335000     0.010         18.650       2086.920          0.001          0.559          0.564         54.267 2025-12-07T06:36:32
    1437 2340000     0.010         18.760       2076.220          0.001          0.562          0.567         54.294 2025-12-07T06:37:26
    1439 2345000     0.010         18.810       2067.430          0.001          0.565          0.569         54.465 2025-12-07T06:38:20
    1442 2350000     0.010         18.740       2082.610          0.001          0.569          0.574         54.744 2025-12-07T06:39:15
    1444 2355000     0.010         18.750       2087.860          0.001          0.572          0.577         54.543 2025-12-07T06:40:10
    1446 2360000     0.010         18.760       2085.760          0.001          0.574          0.579         54.725 2025-12-07T06:41:04
    1449 2365000     0.010         18.780       2086.200          0.001          0.578          0.583         54.494 2025-12-07T06:41:59
    1451 2370000     0.010         18.800       2082.690          0.001          0.581          0.586         54.388 2025-12-07T06:42:53
    1453 2375000     0.010         18.780       2086.150          0.001          0.584          0.589         54.500 2025-12-07T06:43:48
    1456 2380000     0.010         18.750       2090.030          0.001          0.588          0.592         54.480 2025-12-07T06:44:42
    1459 2385000     0.010         18.780       2086.240          0.001          0.592          0.596         54.345 2025-12-07T06:45:37
    1461 2390000     0.010         18.790       2087.200          0.001          0.594          0.599         54.292 2025-12-07T06:46:31
    1463 2395000     0.010         18.770       2091.410          0.001          0.596          0.601         54.493 2025-12-07T06:47:25
    1465 2400000     0.010         18.770       2093.460          0.001          0.599          0.603         54.388 2025-12-07T06:48:20
    1468 2405000     0.010         18.780       2094.790          0.001          0.602          0.607         54.491 2025-12-07T06:49:14
    1470 2410000     0.010         18.760       2098.100          0.001          0.604          0.609         54.437 2025-12-07T06:50:09
    1473 2415000     0.010         18.790       2099.850          0.001          0.607          0.612         54.065 2025-12-07T06:51:03
    1475 2420000     0.010         18.890       2085.670          0.001          0.609          0.614         54.142 2025-12-07T06:51:57
    1478 2425000     0.010         18.850       2088.160          0.001          0.612          0.617         54.289 2025-12-07T06:52:51
    1480 2430000     0.010         18.810       2089.470          0.001          0.614          0.619         54.314 2025-12-07T06:53:45
    1483 2435000     0.010         18.850       2079.010          0.001          0.617          0.622         54.297 2025-12-07T06:54:40
    1485 2440000     0.010         18.840       2078.510          0.001          0.619          0.624         54.285 2025-12-07T06:55:34
    1488 2445000     0.010         18.870       2078.190          0.001          0.622          0.627         54.296 2025-12-07T06:56:28
    1490 2450000     0.010         18.850       2080.710          0.001          0.624          0.629         54.618 2025-12-07T06:57:23
    1493 2455000     0.010         18.880       2080.160          0.001          0.627          0.632         54.173 2025-12-07T06:58:17
    1495 2460000     0.010         18.920       2077.830          0.001          0.629          0.634         54.616 2025-12-07T06:59:12
    1498 2465000     0.010         18.930       2084.700          0.001          0.632          0.637         54.088 2025-12-07T07:00:06
    1500 2470000     0.010         19.090       2072.820          0.001          0.634          0.638         54.375 2025-12-07T07:01:00
    1503 2475000     0.010         19.160       2063.060          0.001          0.637          0.641         54.194 2025-12-07T07:01:54
    1504 2480000     0.010         19.010       2078.420          0.001          0.638          0.642         54.286 2025-12-07T07:02:49
    1507 2485000     0.010         18.970       2082.670          0.001          0.640          0.645         54.115 2025-12-07T07:03:43
    1509 2490000     0.010         19.040       2071.620          0.001          0.642          0.647         54.173 2025-12-07T07:04:37
    1512 2495000     0.010         19.000       2079.760          0.001          0.644          0.649         54.299 2025-12-07T07:05:31
    1514 2500000     0.010         19.000       2070.640          0.001          0.646          0.650         54.124 2025-12-07T07:06:25
    1517 2505000     0.010         19.040       2072.540          0.001          0.648          0.653         54.460 2025-12-07T07:07:20
    1519 2510000     0.010         19.020       2077.390          0.001          0.650          0.654         54.361 2025-12-07T07:08:14
    1521 2515000     0.010         19.090       2070.620          0.001          0.651          0.656         54.177 2025-12-07T07:09:08
    1524 2520000     0.010         19.090       2073.360          0.001          0.654          0.659         54.349 2025-12-07T07:10:03
    1527 2525000     0.010         19.110       2071.610          0.001          0.657          0.662         54.249 2025-12-07T07:10:57
    1529 2530000     0.010         19.120       2071.870          0.001          0.659          0.663         54.161 2025-12-07T07:11:51
    1531 2535000     0.010         19.090       2081.840          0.001          0.661          0.665         54.291 2025-12-07T07:12:45
    1533 2540000     0.010         19.200       2071.780          0.001          0.663          0.667         54.176 2025-12-07T07:13:40
    1535 2545000     0.010         19.150       2079.460          0.001          0.665          0.669         54.467 2025-12-07T07:14:34
    1538 2550000     0.010         19.100       2089.250          0.001          0.667          0.671         54.325 2025-12-07T07:15:28
    1540 2555000     0.010         19.160       2083.040          0.001          0.668          0.673         54.419 2025-12-07T07:16:23
    1542 2560000     0.010         19.110       2084.620          0.001          0.670          0.674         54.450 2025-12-07T07:17:17
    1544 2565000     0.010         19.040       2094.790          0.001          0.671          0.676         54.495 2025-12-07T07:18:12
    1547 2570000     0.010         19.000       2092.310          0.001          0.674          0.678         54.467 2025-12-07T07:19:06
    1549 2575000     0.010         18.980       2104.990          0.001          0.675          0.680         54.037 2025-12-07T07:20:00
    1551 2580000     0.010         18.990       2102.830          0.001          0.677          0.681         54.403 2025-12-07T07:20:55
    1553 2585000     0.010         19.010       2102.040          0.001          0.678          0.683         54.229 2025-12-07T07:21:49
    1556 2590000     0.010         18.970       2102.390          0.001          0.681          0.685         54.389 2025-12-07T07:22:43
    1558 2595000     0.010         18.940       2104.790          0.001          0.682          0.686         54.374 2025-12-07T07:23:38
    1560 2600000     0.010         18.900       2114.010          0.001          0.683          0.688         54.227 2025-12-07T07:24:32
    1562 2605000     0.010         18.910       2112.470          0.001          0.685          0.689         54.350 2025-12-07T07:25:26
    1565 2610000     0.010         18.880       2114.200          0.001          0.687          0.691         54.117 2025-12-07T07:26:20
    1567 2615000     0.010         18.830       2116.070          0.001          0.689          0.693         54.220 2025-12-07T07:27:15
    1570 2620000     0.010         18.820       2118.030          0.001          0.691          0.695         54.434 2025-12-07T07:28:09
    1572 2625000     0.010         18.840       2115.970          0.001          0.692          0.697         54.524 2025-12-07T07:29:04
    1574 2630000     0.010         18.830       2114.250          0.001          0.694          0.698         54.324 2025-12-07T07:29:58
    1577 2635000     0.010         18.850       2119.210          0.001          0.696          0.701         54.244 2025-12-07T07:30:52
    1579 2640000     0.010         18.900       2114.320          0.001          0.698          0.702         54.224 2025-12-07T07:31:46
    1582 2645000     0.010         18.920       2116.840          0.001          0.700          0.704         54.222 2025-12-07T07:32:41
    1584 2650000     0.010         18.910       2119.920          0.001          0.701          0.706         53.961 2025-12-07T07:33:35
    1587 2655000     0.010         18.900       2122.670          0.001          0.703          0.708         54.285 2025-12-07T07:34:29
    1590 2660000     0.010         18.540       2114.880          0.001          0.706          0.710         54.238 2025-12-07T07:35:23
    1592 2665000     0.010         18.530       2113.170          0.001          0.707          0.712         54.506 2025-12-07T07:36:18
    1595 2670000     0.010         18.500       2115.920          0.001          0.709          0.714         54.220 2025-12-07T07:37:12
    1597 2675000     0.010         18.580       2105.000          0.001          0.711          0.715         54.472 2025-12-07T07:38:06
    1600 2680000     0.010         18.550       2106.790          0.001          0.713          0.717         54.420 2025-12-07T07:39:01
    1602 2685000     0.010         18.540       2109.700          0.001          0.714          0.719         54.264 2025-12-07T07:39:55
    1605 2690000     0.010         18.690       2096.110          0.001          0.717          0.721         54.423 2025-12-07T07:40:49
    1607 2695000     0.010         18.700       2094.090          0.001          0.718          0.722         54.343 2025-12-07T07:41:44
    1609 2700000     0.010         18.670       2102.910          0.001          0.719          0.724         54.202 2025-12-07T07:42:38
    1612 2705000     0.010         18.680       2104.330          0.001          0.722          0.726         54.235 2025-12-07T07:43:32
    1614 2710000     0.010         18.690       2109.080          0.001          0.723          0.728         54.288 2025-12-07T07:44:26
    1616 2715000     0.010         18.690       2102.980          0.001          0.725          0.729         54.283 2025-12-07T07:45:21
    1619 2720000     0.010         18.690       2101.710          0.001          0.727          0.731         54.131 2025-12-07T07:46:15
    1621 2725000     0.010         18.670       2103.750          0.001          0.728          0.733         54.328 2025-12-07T07:47:09
    1623 2730000     0.010         18.610       2110.670          0.001          0.730          0.734         54.260 2025-12-07T07:48:03
    1626 2735000     0.010         18.610       2112.370          0.001          0.732          0.736         54.332 2025-12-07T07:48:58
    1628 2740000     0.010         18.620       2113.540          0.001          0.733          0.737         54.306 2025-12-07T07:49:52
