         Reward           Loss         Length
         34.000          0.000             34
         24.000          0.000             24
         21.000          0.000             21
         11.000          0.000             11
         16.000          0.000             16
         34.000          0.438             34
         16.000          0.289             16
         21.000          0.127             21
         28.000          0.027             28
         23.000          0.011             23
         14.000          0.010             14
         13.000          0.008             13
         32.000          0.006             32
         20.000          0.008             20
         24.000          0.008             24
         28.000          0.009             28
         20.000          0.012             20
         12.000          0.013             12
         10.000          0.018             10
         14.000          0.017             14
         11.000          0.018             11
         21.000          0.022             21
         25.000          0.022             25
         27.000          0.025             27
         16.000          0.032             16
         22.000          0.032             22
         11.000          0.039             11
         13.000          0.034             13
         17.000          0.034             17
         24.000          0.038             24
         14.000          0.045             14
         19.000          0.044             19
         28.000          0.048             28
         30.000          0.054             30
         14.000          0.058             14
         16.000          0.057             16
         12.000          0.063             12
         19.000          0.057             19
         10.000          0.063             10
         14.000          0.068             14
         11.000          0.062             11
         15.000          0.071             15
         36.000          0.075             36
         17.000          0.064             17
         17.000          0.071             17
         18.000          0.081             18
         12.000          0.077             12
          9.000          0.075              9
         27.000          0.085             27
         12.000          0.083             12
         20.000          0.097             20
         13.000          0.076             13
         24.000          0.103             24
         21.000          0.098             21
         28.000          0.097             28
         16.000          0.096             16
         25.000          0.117             25
         16.000          0.094             16
         16.000          0.120             16
         72.000          0.105             72
         22.000          0.117             22
         79.000          0.107             79
         22.000          0.102             22
         90.000          0.119             90
         13.000          0.130             13
         12.000          0.126             12
         54.000          0.126             54
         37.000          0.117             37
        125.000          0.131            125
         86.000          0.147             86
         60.000          0.149             60
        164.000          0.148            164
        129.000          0.151            129
        152.000          0.152            152
         69.000          0.168             69
        133.000          0.168            133
        129.000          0.173            129
        156.000          0.189            156
         15.000          0.222             15
        106.000          0.169            106
        203.000          0.193            203
         48.000          0.225             48
         14.000          0.259             14
        187.000          0.218            187
        162.000          0.235            162
        143.000          0.220            143
        193.000          0.225            193
        141.000          0.247            141
        187.000          0.263            187
        173.000          0.264            173
        192.000          0.240            192
        143.000          0.262            143
        191.000          0.242            191
        149.000          0.256            149
        196.000          0.266            196
        161.000          0.265            161
