         Reward           Loss         Length
       -500.000          0.032            500
       -500.000          0.001            500
       -500.000          0.001            500
       -500.000          0.001            500
       -500.000          0.002            500
       -500.000          0.003            500
       -500.000          0.005            500
       -358.000          0.004            359
       -500.000          0.009            500
       -442.000          0.012            443
       -274.000          0.015            275
       -455.000          0.019            456
       -500.000          0.024            500
       -500.000          0.025            500
       -379.000          0.022            380
       -265.000          0.026            266
       -250.000          0.031            251
       -220.000          0.038            221
       -303.000          0.035            304
       -183.000          0.047            184
       -298.000          0.044            299
       -208.000          0.055            209
       -298.000          0.055            299
       -178.000          0.054            179
       -258.000          0.079            259
       -269.000          0.063            270
       -167.000          0.061            168
       -177.000          0.068            178
       -171.000          0.082            172
       -187.000          0.080            188
       -161.000          0.088            162
       -301.000          0.096            302
       -150.000          0.121            151
       -178.000          0.113            179
       -172.000          0.087            173
       -148.000          0.121            149
       -116.000          0.146            117
       -182.000          0.101            183
       -157.000          0.110            158
       -151.000          0.118            152
       -184.000          0.127            185
       -167.000          0.138            168
       -149.000          0.154            150
       -160.000          0.147            161
       -138.000          0.156            139
       -142.000          0.154            143
       -193.000          0.149            194
       -167.000          0.185            168
       -138.000          0.130            139
       -178.000          0.181            179
       -164.000          0.187            165
       -164.000          0.160            165
       -183.000          0.205            184
       -137.000          0.181            138
       -148.000          0.217            149
       -108.000          0.202            109
       -133.000          0.178            134
       -114.000          0.211            115
       -145.000          0.232            146
       -167.000          0.204            168
       -174.000          0.211            175
       -149.000          0.268            150
       -177.000          0.246            178
       -132.000          0.251            133
       -115.000          0.238            116
       -175.000          0.235            176
       -103.000          0.268            104
       -105.000          0.298            106
       -152.000          0.318            153
       -154.000          0.316            155
       -150.000          0.224            151
       -184.000          0.284            185
       -154.000          0.301            155
       -161.000          0.281            162
       -154.000          0.302            155
       -155.000          0.279            156
       -125.000          0.297            126
       -128.000          0.298            129
       -165.000          0.284            166
       -122.000          0.295            123
       -350.000          0.303            351
       -102.000          0.335            103
       -108.000          0.288            109
       -121.000          0.324            122
        -92.000          0.302             93
       -112.000          0.378            113
       -105.000          0.300            106
       -177.000          0.306            178
        -97.000          0.305             98
       -116.000          0.329            117
        -95.000          0.368             96
       -123.000          0.331            124
       -155.000          0.331            156
       -130.000          0.323            131
       -140.000          0.352            141
        -85.000          0.307             86
       -131.000          0.363            132
       -120.000          0.326            121
       -103.000          0.383            104
       -103.000          0.406            104
       -122.000          0.358            123
       -153.000          0.367            154
       -124.000          0.370            125
       -163.000          0.384            164
       -122.000          0.368            123
       -146.000          0.345            147
       -132.000          0.355            133
        -75.000          0.311             76
       -111.000          0.403            112
       -108.000          0.357            109
       -139.000          0.389            140
       -128.000          0.363            129
       -128.000          0.377            129
       -119.000          0.364            120
       -123.000          0.416            124
       -112.000          0.413            113
       -123.000          0.360            124
       -121.000          0.425            122
       -111.000          0.377            112
       -104.000          0.385            105
       -120.000          0.379            121
        -97.000          0.412             98
       -111.000          0.391            112
       -104.000          0.435            105
        -90.000          0.433             91
        -92.000          0.397             93
        -69.000          0.347             70
       -148.000          0.396            149
       -115.000          0.368            116
       -125.000          0.424            126
        -86.000          0.438             87
        -99.000          0.369            100
       -111.000          0.458            112
       -152.000          0.424            153
       -100.000          0.434            101
       -111.000          0.442            112
       -156.000          0.432            157
       -132.000          0.452            133
       -124.000          0.449            125
       -115.000          0.379            116
       -108.000          0.390            109
       -106.000          0.392            107
       -132.000          0.412            133
        -87.000          0.447             88
        -97.000          0.435             98
       -153.000          0.448            154
        -82.000          0.406             83
        -87.000          0.495             88
        -85.000          0.396             86
       -117.000          0.435            118
       -131.000          0.457            132
        -76.000          0.417             77
       -104.000          0.432            105
       -120.000          0.443            121
       -111.000          0.373            112
