         Reward           Loss         Length
       -500.000          0.029            500
       -500.000          0.000            500
       -500.000          0.001            500
       -500.000          0.001            500
       -500.000          0.001            500
       -500.000          0.001            500
       -500.000          0.001            500
       -500.000          0.002            500
       -500.000          0.003            500
       -500.000          0.006            500
       -405.000          0.008            406
       -316.000          0.012            317
       -432.000          0.018            433
       -165.000          0.025            166
       -223.000          0.038            224
       -242.000          0.039            243
       -294.000          0.030            295
       -225.000          0.043            226
       -347.000          0.043            348
       -223.000          0.050            224
       -290.000          0.048            291
       -291.000          0.062            292
       -172.000          0.054            173
       -245.000          0.056            246
       -161.000          0.073            162
       -162.000          0.070            163
       -213.000          0.066            214
       -203.000          0.075            204
       -217.000          0.075            218
       -164.000          0.067            165
       -177.000          0.109            178
       -249.000          0.079            250
       -178.000          0.110            179
       -187.000          0.101            188
       -142.000          0.097            143
       -145.000          0.121            146
       -136.000          0.143            137
       -232.000          0.100            233
       -134.000          0.132            135
       -194.000          0.124            195
       -128.000          0.107            129
       -156.000          0.131            157
       -149.000          0.112            150
       -201.000          0.130            202
       -130.000          0.141            131
       -157.000          0.143            158
       -173.000          0.163            174
       -114.000          0.144            115
       -132.000          0.149            133
       -119.000          0.160            120
       -369.000          0.172            370
       -116.000          0.192            117
       -136.000          0.170            137
       -118.000          0.195            119
        -98.000          0.246             99
       -183.000          0.207            184
       -134.000          0.236            135
       -144.000          0.175            145
       -128.000          0.209            129
       -151.000          0.204            152
       -124.000          0.229            125
       -130.000          0.225            131
       -113.000          0.230            114
       -134.000          0.226            135
       -132.000          0.235            133
       -143.000          0.205            144
       -128.000          0.213            129
       -107.000          0.245            108
       -122.000          0.278            123
       -113.000          0.280            114
       -139.000          0.269            140
       -152.000          0.258            153
       -107.000          0.263            108
       -145.000          0.261            146
       -108.000          0.280            109
       -127.000          0.301            128
       -195.000          0.267            196
       -124.000          0.296            125
       -119.000          0.296            120
       -182.000          0.270            183
       -136.000          0.267            137
       -138.000          0.347            139
       -140.000          0.269            141
       -108.000          0.298            109
       -176.000          0.303            177
       -109.000          0.299            110
        -91.000          0.314             92
       -106.000          0.364            107
        -99.000          0.322            100
       -103.000          0.343            104
       -100.000          0.351            101
       -135.000          0.338            136
       -133.000          0.333            134
       -129.000          0.318            130
        -90.000          0.288             91
        -95.000          0.355             96
       -137.000          0.316            138
       -123.000          0.313            124
       -107.000          0.360            108
       -112.000          0.348            113
       -116.000          0.319            117
       -148.000          0.342            149
       -102.000          0.339            103
       -117.000          0.354            118
       -123.000          0.393            124
       -109.000          0.338            110
        -91.000          0.302             92
       -226.000          0.348            227
       -134.000          0.362            135
       -105.000          0.357            106
       -121.000          0.361            122
       -139.000          0.399            140
       -114.000          0.387            115
       -122.000          0.407            123
       -118.000          0.361            119
        -97.000          0.402             98
        -87.000          0.389             88
        -84.000          0.405             85
       -102.000          0.363            103
       -120.000          0.396            121
       -121.000          0.431            122
        -78.000          0.356             79
       -108.000          0.405            109
       -110.000          0.446            111
        -97.000          0.388             98
        -87.000          0.444             88
       -137.000          0.419            138
       -123.000          0.383            124
       -126.000          0.409            127
       -111.000          0.348            112
        -94.000          0.414             95
        -91.000          0.365             92
        -83.000          0.372             84
       -124.000          0.426            125
       -111.000          0.382            112
       -124.000          0.420            125
       -124.000          0.402            125
        -88.000          0.400             89
       -107.000          0.420            108
       -129.000          0.440            130
       -114.000          0.379            115
        -94.000          0.442             95
       -110.000          0.407            111
       -128.000          0.458            129
       -107.000          0.404            108
       -136.000          0.409            137
        -98.000          0.431             99
       -109.000          0.363            110
        -81.000          0.395             82
        -86.000          0.461             87
        -96.000          0.420             97
       -104.000          0.439            105
       -127.000          0.377            128
       -113.000          0.431            114
       -126.000          0.429            127
        -91.000          0.400             92
        -88.000          0.428             89
       -102.000          0.437            103
       -211.000          0.426            212
       -110.000          0.446            111
        -87.000          0.414             88
        -88.000          0.413             89
        -95.000          0.425             96
        -70.000          0.426             71
        -81.000          0.409             82
       -106.000          0.441            107
       -124.000          0.418            125
       -112.000          0.453            113
       -108.000          0.349            109
       -110.000          0.402            111
        -88.000          0.435             89
        -84.000          0.436             85
        -87.000          0.416             88
        -98.000          0.448             99
       -100.000          0.449            101
       -111.000          0.380            112
       -127.000          0.402            128
       -115.000          0.406            116
       -108.000          0.382            109
       -138.000          0.398            139
        -80.000          0.387             81
       -146.000          0.403            147
        -92.000          0.474             93
       -112.000          0.418            113
        -96.000          0.413             97
        -90.000          0.418             91
        -91.000          0.440             92
        -92.000          0.396             93
       -103.000          0.465            104
       -114.000          0.445            115
       -110.000          0.418            111
       -104.000          0.419            105
       -127.000          0.460            128
       -253.000          0.402            254
       -132.000          0.447            133
        -93.000          0.434             94
       -119.000          0.423            120
        -98.000          0.415             99
        -99.000          0.449            100
       -154.000          0.417            155
        -81.000          0.439             82
       -103.000          0.441            104
       -103.000          0.434            104
        -83.000          0.359             84
        -84.000          0.413             85
        -84.000          0.453             85
       -102.000          0.408            103
        -79.000          0.415             80
        -97.000          0.418             98
       -211.000          0.387            212
        -76.000          0.410             77
        -91.000          0.387             92
       -105.000          0.394            106
       -112.000          0.404            113
       -106.000          0.398            107
        -75.000          0.408             76
        -70.000          0.374             71
        -86.000          0.417             87
        -94.000          0.402             95
        -80.000          0.367             81
       -154.000          0.408            155
        -82.000          0.390             83
       -107.000          0.445            108
       -100.000          0.432            101
        -86.000          0.415             87
        -96.000          0.380             97
        -90.000          0.379             91
        -85.000          0.441             86
        -68.000          0.411             69
        -89.000          0.421             90
        -97.000          0.413             98
       -164.000          0.396            165
        -83.000          0.403             84
        -86.000          0.432             87
        -83.000          0.428             84
        -89.000          0.424             90
       -115.000          0.426            116
       -102.000          0.403            103
        -74.000          0.380             75
        -64.000          0.411             65
        -99.000          0.403            100
        -79.000          0.389             80
       -103.000          0.398            104
       -104.000          0.384            105
        -93.000          0.385             94
       -113.000          0.387            114
        -83.000          0.409             84
        -90.000          0.399             91
       -114.000          0.408            115
       -107.000          0.393            108
        -83.000          0.384             84
        -70.000          0.368             71
       -119.000          0.392            120
        -95.000          0.406             96
        -91.000          0.375             92
       -111.000          0.431            112
       -101.000          0.372            102
        -91.000          0.410             92
        -97.000          0.388             98
        -95.000          0.390             96
        -82.000          0.379             83
        -88.000          0.368             89
        -86.000          0.370             87
        -95.000          0.372             96
        -76.000          0.364             77
       -103.000          0.380            104
       -134.000          0.382            135
       -139.000          0.369            140
        -94.000          0.391             95
       -105.000          0.382            106
        -84.000          0.361             85
        -82.000          0.375             83
        -81.000          0.376             82
       -102.000          0.372            103
        -93.000          0.358             94
        -71.000          0.342             72
        -75.000          0.378             76
       -115.000          0.365            116
        -75.000          0.363             76
        -84.000          0.351             85
        -88.000          0.355             89
        -85.000          0.381             86
        -84.000          0.378             85
        -86.000          0.359             87
        -81.000          0.336             82
        -83.000          0.340             84
        -91.000          0.367             92
        -93.000          0.342             94
        -97.000          0.356             98
       -118.000          0.357            119
        -84.000          0.365             85
       -166.000          0.333            167
       -105.000          0.333            106
        -97.000          0.353             98
        -94.000          0.329             95
        -90.000          0.343             91
       -108.000          0.312            109
       -111.000          0.333            112
        -86.000          0.335             87
        -79.000          0.322             80
        -97.000          0.335             98
        -92.000          0.345             93
        -81.000          0.330             82
        -88.000          0.315             89
        -94.000          0.336             95
        -85.000          0.295             86
        -89.000          0.296             90
        -88.000          0.310             89
       -116.000          0.318            117
        -71.000          0.314             72
        -84.000          0.301             85
        -63.000          0.334             64
       -107.000          0.329            108
        -84.000          0.288             85
        -82.000          0.309             83
       -100.000          0.311            101
       -101.000          0.308            102
        -86.000          0.282             87
        -85.000          0.293             86
        -72.000          0.315             73
        -94.000          0.302             95
        -82.000          0.297             83
        -87.000          0.323             88
        -89.000          0.305             90
        -70.000          0.324             71
       -107.000          0.306            108
        -72.000          0.301             73
        -70.000          0.297             71
       -101.000          0.283            102
       -100.000          0.308            101
       -101.000          0.291            102
       -101.000          0.260            102
       -117.000          0.300            118
        -93.000          0.282             94
        -92.000          0.309             93
       -100.000          0.274            101
        -76.000          0.269             77
       -121.000          0.287            122
        -79.000          0.284             80
       -100.000          0.276            101
        -92.000          0.271             93
        -78.000          0.279             79
        -76.000          0.280             77
       -103.000          0.273            104
        -83.000          0.286             84
        -62.000          0.296             63
        -85.000          0.266             86
        -80.000          0.252             81
        -97.000          0.283             98
        -82.000          0.266             83
        -92.000          0.251             93
        -80.000          0.259             81
       -116.000          0.284            117
       -106.000          0.251            107
       -126.000          0.250            127
        -93.000          0.271             94
        -74.000          0.261             75
        -99.000          0.257            100
        -89.000          0.258             90
        -81.000          0.270             82
       -114.000          0.250            115
        -79.000          0.243             80
        -79.000          0.262             80
        -76.000          0.256             77
        -99.000          0.253            100
        -63.000          0.270             64
       -103.000          0.278            104
        -73.000          0.279             74
        -84.000          0.254             85
        -75.000          0.272             76
        -94.000          0.242             95
        -91.000          0.274             92
        -97.000          0.248             98
        -87.000          0.248             88
        -81.000          0.250             82
        -85.000          0.250             86
        -86.000          0.245             87
        -77.000          0.239             78
        -86.000          0.257             87
        -93.000          0.243             94
        -87.000          0.241             88
        -99.000          0.246            100
        -89.000          0.239             90
        -92.000          0.224             93
        -87.000          0.235             88
        -77.000          0.255             78
        -76.000          0.220             77
        -85.000          0.233             86
        -82.000          0.220             83
        -70.000          0.239             71
        -85.000          0.220             86
       -119.000          0.222            120
        -86.000          0.248             87
        -63.000          0.242             64
        -70.000          0.229             71
        -96.000          0.241             97
        -95.000          0.240             96
       -118.000          0.225            119
        -72.000          0.260             73
        -77.000          0.267             78
       -500.000          0.236            500
        -62.000          0.258             63
        -71.000          0.247             72
        -76.000          0.248             77
        -80.000          0.239             81
        -98.000          0.238             99
       -114.000          0.235            115
        -84.000          0.244             85
        -91.000          0.247             92
        -98.000          0.249             99
        -77.000          0.228             78
        -95.000          0.229             96
        -88.000          0.236             89
       -143.000          0.241            144
        -66.000          0.236             67
        -91.000          0.240             92
        -82.000          0.231             83
        -84.000          0.239             85
       -104.000          0.246            105
        -74.000          0.203             75
        -97.000          0.225             98
        -83.000          0.224             84
        -81.000          0.218             82
        -69.000          0.223             70
        -91.000          0.208             92
       -104.000          0.224            105
        -96.000          0.235             97
        -73.000          0.241             74
